2025-02-04 23:20:47,416 - INFO - Namespace(device='cuda:0', channel_weights=[1.0, 2.0, 1.0, 1.0], batch_size=8, num_classes=4, pretrained=False, pretrained_weights='./Synapse_weights_1u1d', lr=0.0001, epochs=500, warmup_epochs=10, dataset_mode='MnMs', max_channel=256, l2_norm=1e-07, patience=15, wandb=True, cache=True, ed_es_only='', log_dir='../../de_logistics/MnMs_1UNetlinear_02-04-23-20-45/', log_file_path='../../de_logistics/MnMs_1UNetlinear_02-04-23-20-45/training.log')
Epoch 1/500 [Training]: 100%|████████████████████████████████████████| 141/141 [01:24<00:00,  1.67batch/s]
2025-02-05 02:22:45,115 - INFO - valid_acc:0.9093086526753942 in epoch140
2025-02-05 02:22:45,115 - INFO - Mean iou = 83.93% in epoch140
Epoch 141/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:12<00:00,  1.93batch/s]
2025-02-05 02:23:58,089 - INFO - train_loss:1.1813440931604264 in epoch141
2025-02-05 02:23:58,090 - INFO - train_acc:0.9530593030903592 in epoch141
2025-02-05 02:23:58,090 - INFO - Epoch 141: Learning Rate: [8.337870612297467e-05]
Epoch 141/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  2.02batch/s]
2025-02-05 02:24:02,539 - INFO - valid_loss:1.1934589677386813 in epoch141
2025-02-05 02:24:02,539 - INFO - valid_acc:0.9089690705214443 in epoch141
2025-02-05 02:24:02,539 - INFO - Mean iou = 83.88% in epoch141
Epoch 142/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:12<00:00,  1.94batch/s]
2025-02-05 02:25:15,349 - INFO - train_loss:1.1813435351594965 in epoch142
2025-02-05 02:25:15,350 - INFO - train_acc:0.9532258049980326 in epoch142
2025-02-05 02:25:15,350 - INFO - Epoch 142: Learning Rate: [8.313935737499195e-05]
Epoch 142/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.95batch/s]
2025-02-05 02:25:19,960 - INFO - valid_loss:1.1934150060017903 in epoch142
2025-02-05 02:25:19,960 - INFO - valid_acc:0.9098667397789357 in epoch142
2025-02-05 02:25:19,960 - INFO - Mean iou = 84.03% in epoch142
Epoch 143/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:12<00:00,  1.93batch/s]
2025-02-05 02:26:32,843 - INFO - train_loss:1.1812740927892373 in epoch143
2025-02-05 02:26:32,843 - INFO - train_acc:0.9540858772967138 in epoch143
2025-02-05 02:26:32,843 - INFO - Epoch 143: Learning Rate: [8.289864660335593e-05]
Epoch 143/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  2.13batch/s]
2025-02-05 02:26:37,073 - INFO - valid_loss:1.1938208606508043 in epoch143
2025-02-05 02:26:37,073 - INFO - valid_acc:0.9045124752175285 in epoch143
2025-02-05 02:26:37,073 - INFO - Mean iou = 83.21% in epoch143
Epoch 144/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:12<00:00,  1.94batch/s]
2025-02-05 02:27:49,638 - INFO - train_loss:1.1812769774849534 in epoch144
2025-02-05 02:27:49,638 - INFO - train_acc:0.9527286593745212 in epoch144
2025-02-05 02:27:49,638 - INFO - Epoch 144: Learning Rate: [8.265658370274367e-05]
Epoch 144/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.95batch/s]
2025-02-05 02:27:54,255 - INFO - valid_loss:1.1934887568155925 in epoch144
2025-02-05 02:27:54,256 - INFO - valid_acc:0.9119915056899914 in epoch144
2025-02-05 02:27:54,256 - INFO - Mean iou = 84.36% in epoch144
Epoch 145/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:13<00:00,  1.93batch/s]
2025-02-05 02:29:07,352 - INFO - train_loss:1.1812194771800482 in epoch145
2025-02-05 02:29:07,352 - INFO - train_acc:0.9556657531877318 in epoch145
2025-02-05 02:29:07,352 - INFO - Epoch 145: Learning Rate: [8.241317862341288e-05]
Epoch 145/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.99batch/s]
2025-02-05 02:29:11,886 - INFO - valid_loss:1.1938614183002048 in epoch145
2025-02-05 02:29:11,886 - INFO - valid_acc:0.9101848851936347 in epoch145
2025-02-05 02:29:11,886 - INFO - Mean iou = 84.08% in epoch145
Epoch 146/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:12<00:00,  1.94batch/s]
2025-02-05 02:30:24,402 - INFO - train_loss:1.181198865809339 in epoch146
2025-02-05 02:30:24,403 - INFO - train_acc:0.9557312434871195 in epoch146
2025-02-05 02:30:24,403 - INFO - Epoch 146: Learning Rate: [8.216844137079305e-05]
Epoch 146/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  2.08batch/s]
2025-02-05 02:30:28,732 - INFO - valid_loss:1.1936669614579942 in epoch146
2025-02-05 02:30:28,732 - INFO - valid_acc:0.9079469136527349 in epoch146
2025-02-05 02:30:28,732 - INFO - Mean iou = 83.73% in epoch146
Epoch 147/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:12<00:00,  1.95batch/s]
2025-02-05 02:31:40,910 - INFO - train_loss:1.1812047772373713 in epoch147
2025-02-05 02:31:40,910 - INFO - train_acc:0.9560097823710467 in epoch147
2025-02-05 02:31:40,910 - INFO - Epoch 147: Learning Rate: [8.192238200507404e-05]
Epoch 147/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  2.07batch/s]
2025-02-05 02:31:45,266 - INFO - valid_loss:1.1939880185657077 in epoch147
2025-02-05 02:31:45,266 - INFO - valid_acc:0.9085850051990998 in epoch147
2025-02-05 02:31:45,266 - INFO - Mean iou = 83.82% in epoch147
Epoch 148/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:12<00:00,  1.95batch/s]
2025-02-05 02:32:57,739 - INFO - train_loss:1.1813027934825167 in epoch148
2025-02-05 02:32:57,739 - INFO - train_acc:0.9539047188267845 in epoch148
2025-02-05 02:32:57,739 - INFO - Epoch 148: Learning Rate: [8.167501064079264e-05]
Epoch 148/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  2.13batch/s]
2025-02-05 02:33:01,960 - INFO - valid_loss:1.1940884590148926 in epoch148
2025-02-05 02:33:01,961 - INFO - valid_acc:0.8996833132068774 in epoch148
2025-02-05 02:33:01,961 - INFO - Mean iou = 82.44% in epoch148
Epoch 149/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:12<00:00,  1.94batch/s]
2025-02-05 02:34:14,630 - INFO - train_loss:1.181320586103074 in epoch149
2025-02-05 02:34:14,631 - INFO - train_acc:0.9549373254908794 in epoch149
2025-02-05 02:34:14,631 - INFO - Epoch 149: Learning Rate: [8.142633744641675e-05]
Epoch 149/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  2.12batch/s]
2025-02-05 02:34:18,876 - INFO - valid_loss:1.194106353653802 in epoch149
2025-02-05 02:34:18,876 - INFO - valid_acc:0.905382063253322 in epoch149
2025-02-05 02:34:18,877 - INFO - Mean iou = 83.33% in epoch149
Epoch 150/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:12<00:00,  1.94batch/s]
2025-02-05 02:35:31,652 - INFO - train_loss:1.1814023315483797 in epoch150
2025-02-05 02:35:31,652 - INFO - train_acc:0.9544997532727262 in epoch150
2025-02-05 02:35:31,652 - INFO - Epoch 150: Learning Rate: [8.117637264392739e-05]
Epoch 150/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  2.01batch/s]
2025-02-05 02:35:36,126 - INFO - valid_loss:1.193830344412062 in epoch150
2025-02-05 02:35:36,127 - INFO - valid_acc:0.9091249324997993 in epoch150
2025-02-05 02:35:36,127 - INFO - Mean iou = 83.91% in epoch150
Epoch 151/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:11<00:00,  1.97batch/s]
2025-02-05 02:36:47,718 - INFO - train_loss:1.181171808682435 in epoch151
2025-02-05 02:36:47,718 - INFO - train_acc:0.9553487058033395 in epoch151
2025-02-05 02:36:47,718 - INFO - Epoch 151: Learning Rate: [8.092512650839855e-05]
Epoch 151/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  2.07batch/s]
2025-02-05 02:36:52,074 - INFO - valid_loss:1.1937586863835652 in epoch151
2025-02-05 02:36:52,074 - INFO - valid_acc:0.9099558472398681 in epoch151
2025-02-05 02:36:52,075 - INFO - Mean iou = 84.04% in epoch151
Epoch 152/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:11<00:00,  1.98batch/s]
2025-02-05 02:38:03,236 - INFO - train_loss:1.1810941146620622 in epoch152
2025-02-05 02:38:03,237 - INFO - train_acc:0.9558763246616101 in epoch152
2025-02-05 02:38:03,237 - INFO - Epoch 152: Learning Rate: [8.067260936757481e-05]
Epoch 152/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  2.02batch/s]
2025-02-05 02:38:07,699 - INFO - valid_loss:1.1938557889726427 in epoch152
2025-02-05 02:38:07,699 - INFO - valid_acc:0.9081359753632801 in epoch152
2025-02-05 02:38:07,699 - INFO - Mean iou = 83.75% in epoch152
Epoch 153/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:13<00:00,  1.93batch/s]
2025-02-05 02:39:20,790 - INFO - train_loss:1.181086260376247 in epoch153
2025-02-05 02:39:20,790 - INFO - train_acc:0.956209876904051 in epoch153
2025-02-05 02:39:20,790 - INFO - Epoch 153: Learning Rate: [8.041883160144679e-05]
Epoch 153/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.93batch/s]
2025-02-05 02:39:25,448 - INFO - valid_loss:1.1933422221077814 in epoch153
2025-02-05 02:39:25,448 - INFO - valid_acc:0.9111225399062365 in epoch153
2025-02-05 02:39:25,448 - INFO - Mean iou = 84.23% in epoch153
Epoch 154/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:13<00:00,  1.92batch/s]
2025-02-05 02:40:38,714 - INFO - train_loss:1.1812976649466982 in epoch154
2025-02-05 02:40:38,714 - INFO - train_acc:0.9554512652410369 in epoch154
2025-02-05 02:40:38,715 - INFO - Epoch 154: Learning Rate: [8.016380364182443e-05]
Epoch 154/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  2.07batch/s]
2025-02-05 02:40:43,061 - INFO - valid_loss:1.1941960785124037 in epoch154
2025-02-05 02:40:43,061 - INFO - valid_acc:0.9059022895922245 in epoch154
2025-02-05 02:40:43,061 - INFO - Mean iou = 83.41% in epoch154
Epoch 155/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:11<00:00,  1.97batch/s]
2025-02-05 02:41:54,777 - INFO - train_loss:1.181505041764983 in epoch155
2025-02-05 02:41:54,777 - INFO - train_acc:0.9535740561648237 in epoch155
2025-02-05 02:41:54,777 - INFO - Epoch 155: Learning Rate: [7.990753597190834e-05]
Epoch 155/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.99batch/s]
2025-02-05 02:41:59,295 - INFO - valid_loss:1.1934347285164728 in epoch155
2025-02-05 02:41:59,296 - INFO - valid_acc:0.9088740821188073 in epoch155
2025-02-05 02:41:59,296 - INFO - Mean iou = 83.87% in epoch155
Epoch 156/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:12<00:00,  1.94batch/s]
2025-02-05 02:43:11,899 - INFO - train_loss:1.1811185043754306 in epoch156
2025-02-05 02:43:11,899 - INFO - train_acc:0.9568985702780899 in epoch156
2025-02-05 02:43:11,899 - INFO - Epoch 156: Learning Rate: [7.965003912585867e-05]
Epoch 156/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  2.01batch/s]
2025-02-05 02:43:16,377 - INFO - valid_loss:1.1934123966428969 in epoch156
2025-02-05 02:43:16,377 - INFO - valid_acc:0.9103258749201795 in epoch156
2025-02-05 02:43:16,377 - INFO - Mean iou = 84.11% in epoch156
Epoch 157/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:13<00:00,  1.93batch/s]
2025-02-05 02:44:29,582 - INFO - train_loss:1.1812134372427108 in epoch157
2025-02-05 02:44:29,582 - INFO - train_acc:0.9580213439440708 in epoch157
2025-02-05 02:44:29,582 - INFO - Epoch 157: Learning Rate: [7.939132368836219e-05]
Epoch 157/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  2.03batch/s]
2025-02-05 02:44:34,023 - INFO - valid_loss:1.1938295364379883 in epoch157
2025-02-05 02:44:34,023 - INFO - valid_acc:0.9083980136480088 in epoch157
2025-02-05 02:44:34,023 - INFO - Mean iou = 83.80% in epoch157
Epoch 158/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:13<00:00,  1.93batch/s]
2025-02-05 02:45:47,241 - INFO - train_loss:1.1809963140081852 in epoch158
2025-02-05 02:45:47,242 - INFO - train_acc:0.9578277803104591 in epoch158
2025-02-05 02:45:47,242 - INFO - Epoch 158: Learning Rate: [7.913140029419726e-05]
Epoch 158/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  2.08batch/s]
2025-02-05 02:45:51,571 - INFO - valid_loss:1.1940916644202337 in epoch158
2025-02-05 02:45:51,571 - INFO - valid_acc:0.909336638040958 in epoch158
2025-02-05 02:45:51,572 - INFO - Mean iou = 83.94% in epoch158
Epoch 159/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:13<00:00,  1.92batch/s]
2025-02-05 02:47:04,925 - INFO - train_loss:1.1813514164999022 in epoch159
2025-02-05 02:47:04,925 - INFO - train_acc:0.9539850400822398 in epoch159
2025-02-05 02:47:04,925 - INFO - Epoch 159: Learning Rate: [7.887027962779653e-05]
Epoch 159/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.99batch/s]
2025-02-05 02:47:09,446 - INFO - valid_loss:1.193636827998691 in epoch159
2025-02-05 02:47:09,446 - INFO - valid_acc:0.9108315845226961 in epoch159
2025-02-05 02:47:09,446 - INFO - Mean iou = 84.18% in epoch159
Epoch 160/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:12<00:00,  1.95batch/s]
2025-02-05 02:48:21,776 - INFO - train_loss:1.180854022080171 in epoch160
2025-02-05 02:48:21,777 - INFO - train_acc:0.9595174938779102 in epoch160
2025-02-05 02:48:21,777 - INFO - Epoch 160: Learning Rate: [7.860797242280787e-05]
Epoch 160/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  2.08batch/s]
2025-02-05 02:48:26,099 - INFO - valid_loss:1.1935315132141113 in epoch160
2025-02-05 02:48:26,100 - INFO - valid_acc:0.9107530521972126 in epoch160
2025-02-05 02:48:26,100 - INFO - Mean iou = 84.17% in epoch160
Epoch 161/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:12<00:00,  1.95batch/s]
2025-02-05 02:49:38,323 - INFO - train_loss:1.1810339739982119 in epoch161
2025-02-05 02:49:38,323 - INFO - train_acc:0.9589747496174916 in epoch161
2025-02-05 02:49:38,323 - INFO - Epoch 161: Learning Rate: [7.83444894616531e-05]
Epoch 161/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.92batch/s]
2025-02-05 02:49:43,020 - INFO - valid_loss:1.1933165391286213 in epoch161
2025-02-05 02:49:43,020 - INFO - valid_acc:0.9112899356965012 in epoch161
2025-02-05 02:49:43,020 - INFO - Mean iou = 84.25% in epoch161
Epoch 162/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:12<00:00,  1.93batch/s]
2025-02-05 02:50:55,920 - INFO - train_loss:1.180909111990151 in epoch162
2025-02-05 02:50:55,921 - INFO - train_acc:0.9596805720390917 in epoch162
2025-02-05 02:50:55,921 - INFO - Epoch 162: Learning Rate: [7.807984157508475e-05]
Epoch 162/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  2.09batch/s]
2025-02-05 02:51:00,221 - INFO - valid_loss:1.1939336061477661 in epoch162
2025-02-05 02:51:00,222 - INFO - valid_acc:0.9087313999201947 in epoch162
2025-02-05 02:51:00,222 - INFO - Mean iou = 83.86% in epoch162
Epoch 163/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:12<00:00,  1.94batch/s]
2025-02-05 02:52:12,969 - INFO - train_loss:1.1809011799223879 in epoch163
2025-02-05 02:52:12,969 - INFO - train_acc:0.9596876010930712 in epoch163
2025-02-05 02:52:12,969 - INFO - Epoch 163: Learning Rate: [7.781403964174087e-05]
Epoch 163/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  2.10batch/s]
2025-02-05 02:52:17,262 - INFO - valid_loss:1.1936411990059748 in epoch163
2025-02-05 02:52:17,262 - INFO - valid_acc:0.910943396853683 in epoch163
2025-02-05 02:52:17,262 - INFO - Mean iou = 84.19% in epoch163
Epoch 164/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:14<00:00,  1.90batch/s]
2025-02-05 02:53:31,289 - INFO - train_loss:1.1811225363548765 in epoch164
2025-02-05 02:53:31,290 - INFO - train_acc:0.9572694716428766 in epoch164
2025-02-05 02:53:31,290 - INFO - Epoch 164: Learning Rate: [7.754709458769787e-05]
Epoch 164/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.91batch/s]
2025-02-05 02:53:36,014 - INFO - valid_loss:1.1940802600648668 in epoch164
2025-02-05 02:53:36,015 - INFO - valid_acc:0.9098262889193585 in epoch164
2025-02-05 02:53:36,015 - INFO - Mean iou = 84.03% in epoch164
Epoch 165/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:14<00:00,  1.90batch/s]
2025-02-05 02:54:50,336 - INFO - train_loss:1.1811652640078931 in epoch165
2025-02-05 02:54:50,336 - INFO - train_acc:0.9595612657371031 in epoch165
2025-02-05 02:54:50,336 - INFO - Epoch 165: Learning Rate: [7.727901738602139e-05]
Epoch 165/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.98batch/s]
2025-02-05 02:54:54,891 - INFO - valid_loss:1.1942937241660223 in epoch165
2025-02-05 02:54:54,891 - INFO - valid_acc:0.9093927323004216 in epoch165
2025-02-05 02:54:54,892 - INFO - Mean iou = 83.95% in epoch165
Epoch 166/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:15<00:00,  1.87batch/s]
2025-02-05 02:56:10,289 - INFO - train_loss:1.181108477267813 in epoch166
2025-02-05 02:56:10,290 - INFO - train_acc:0.9577979795961052 in epoch166
2025-02-05 02:56:10,290 - INFO - Epoch 166: Learning Rate: [7.700981905631518e-05]
Epoch 166/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  2.07batch/s]
2025-02-05 02:56:14,646 - INFO - valid_loss:1.193504187795851 in epoch166
2025-02-05 02:56:14,647 - INFO - valid_acc:0.9108739270515022 in epoch166
2025-02-05 02:56:14,647 - INFO - Mean iou = 84.19% in epoch166
Epoch 167/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:14<00:00,  1.89batch/s]
2025-02-05 02:57:29,132 - INFO - train_loss:1.181019476119508 in epoch167
2025-02-05 02:57:29,133 - INFO - train_acc:0.960919885924421 in epoch167
2025-02-05 02:57:29,133 - INFO - Epoch 167: Learning Rate: [7.673951066426821e-05]
Epoch 167/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.98batch/s]
2025-02-05 02:57:33,689 - INFO - valid_loss:1.193075180053711 in epoch167
2025-02-05 02:57:33,689 - INFO - valid_acc:0.9108748149545504 in epoch167
2025-02-05 02:57:33,689 - INFO - Mean iou = 84.18% in epoch167
Epoch 168/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:14<00:00,  1.88batch/s]
2025-02-05 02:58:48,519 - INFO - train_loss:1.1809507836686803 in epoch168
2025-02-05 02:58:48,519 - INFO - train_acc:0.9598755042927322 in epoch168
2025-02-05 02:58:48,519 - INFO - Epoch 168: Learning Rate: [7.646810332119975e-05]
Epoch 168/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.99batch/s]
2025-02-05 02:58:53,046 - INFO - valid_loss:1.193903989262051 in epoch168
2025-02-05 02:58:53,046 - INFO - valid_acc:0.9078499316505773 in epoch168
2025-02-05 02:58:53,046 - INFO - Mean iou = 83.73% in epoch168
Epoch 169/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:15<00:00,  1.87batch/s]
2025-02-05 03:00:08,519 - INFO - train_loss:1.1809705225288445 in epoch169
2025-02-05 03:00:08,520 - INFO - train_acc:0.960310851130391 in epoch169
2025-02-05 03:00:08,520 - INFO - Epoch 169: Learning Rate: [7.619560818360264e-05]
Epoch 169/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.93batch/s]
2025-02-05 03:00:13,190 - INFO - valid_loss:1.1932279931174383 in epoch169
2025-02-05 03:00:13,190 - INFO - valid_acc:0.9124906439631612 in epoch169
2025-02-05 03:00:13,190 - INFO - Mean iou = 84.44% in epoch169
Epoch 170/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:16<00:00,  1.85batch/s]
2025-02-05 03:01:29,360 - INFO - train_loss:1.1809992460494345 in epoch170
2025-02-05 03:01:29,361 - INFO - train_acc:0.9589528842687166 in epoch170
2025-02-05 03:01:29,361 - INFO - Epoch 170: Learning Rate: [7.592203645268473e-05]
Epoch 170/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.85batch/s]
2025-02-05 03:01:34,228 - INFO - valid_loss:1.1935981512069702 in epoch170
2025-02-05 03:01:34,229 - INFO - valid_acc:0.9136436498616806 in epoch170
2025-02-05 03:01:34,229 - INFO - Mean iou = 84.64% in epoch170
Epoch 171/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:15<00:00,  1.86batch/s]
2025-02-05 03:02:50,074 - INFO - train_loss:1.181020550694026 in epoch171
2025-02-05 03:02:50,075 - INFO - train_acc:0.9599801808104493 in epoch171
2025-02-05 03:02:50,075 - INFO - Epoch 171: Learning Rate: [7.56473993739083e-05]
Epoch 171/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.96batch/s]
2025-02-05 03:02:54,656 - INFO - valid_loss:1.1936024030049641 in epoch171
2025-02-05 03:02:54,657 - INFO - valid_acc:0.9112903173166497 in epoch171
2025-02-05 03:02:54,657 - INFO - Mean iou = 84.26% in epoch171
Epoch 172/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:15<00:00,  1.86batch/s]
2025-02-05 03:04:10,346 - INFO - train_loss:1.1809038118267736 in epoch172
2025-02-05 03:04:10,347 - INFO - train_acc:0.9607443701825831 in epoch172
2025-02-05 03:04:10,347 - INFO - Epoch 172: Learning Rate: [7.5371708236528e-05]
Epoch 172/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  2.00batch/s]
2025-02-05 03:04:14,854 - INFO - valid_loss:1.1931345330344305 in epoch172
2025-02-05 03:04:14,854 - INFO - valid_acc:0.9133062623132283 in epoch172
2025-02-05 03:04:14,854 - INFO - Mean iou = 84.58% in epoch172
Epoch 173/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:14<00:00,  1.89batch/s]
2025-02-05 03:05:29,597 - INFO - train_loss:1.1807427955857406 in epoch173
2025-02-05 03:05:29,597 - INFO - train_acc:0.960982116156324 in epoch173
2025-02-05 03:05:29,597 - INFO - Epoch 173: Learning Rate: [7.509497437312674e-05]
Epoch 173/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.92batch/s]
2025-02-05 03:05:34,293 - INFO - valid_loss:1.1935918993420072 in epoch173
2025-02-05 03:05:34,294 - INFO - valid_acc:0.9109044852990511 in epoch173
2025-02-05 03:05:34,294 - INFO - Mean iou = 84.19% in epoch173
Epoch 174/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:15<00:00,  1.86batch/s]
2025-02-05 03:06:50,043 - INFO - train_loss:1.1809574822162061 in epoch174
2025-02-05 03:06:50,044 - INFO - train_acc:0.9606686813770728 in epoch174
2025-02-05 03:06:50,044 - INFO - Epoch 174: Learning Rate: [7.481720915914969e-05]
Epoch 174/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.97batch/s]
2025-02-05 03:06:54,607 - INFO - valid_loss:1.1937308841281467 in epoch174
2025-02-05 03:06:54,607 - INFO - valid_acc:0.9101572375645941 in epoch174
2025-02-05 03:06:54,607 - INFO - Mean iou = 84.08% in epoch174
Epoch 175/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:14<00:00,  1.89batch/s]
2025-02-05 03:08:09,363 - INFO - train_loss:1.1809430291466678 in epoch175
2025-02-05 03:08:09,363 - INFO - train_acc:0.9592226505401419 in epoch175
2025-02-05 03:08:09,363 - INFO - Epoch 175: Learning Rate: [7.45384240124369e-05]
Epoch 175/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.98batch/s]
2025-02-05 03:08:13,905 - INFO - valid_loss:1.1941209501690335 in epoch175
2025-02-05 03:08:13,906 - INFO - valid_acc:0.9060998136811735 in epoch175
2025-02-05 03:08:13,906 - INFO - Mean iou = 83.44% in epoch175
Epoch 176/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:14<00:00,  1.89batch/s]
2025-02-05 03:09:28,587 - INFO - train_loss:1.1809859605545694 in epoch176
2025-02-05 03:09:28,588 - INFO - train_acc:0.961522705039 in epoch176
2025-02-05 03:09:28,588 - INFO - Epoch 176: Learning Rate: [7.425863039275376e-05]
Epoch 176/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.94batch/s]
2025-02-05 03:09:33,240 - INFO - valid_loss:1.193694445821974 in epoch176
2025-02-05 03:09:33,241 - INFO - valid_acc:0.9099360841046157 in epoch176
2025-02-05 03:09:33,241 - INFO - Mean iou = 84.03% in epoch176
Epoch 177/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:15<00:00,  1.86batch/s]
2025-02-05 03:10:49,177 - INFO - train_loss:1.1807776418983513 in epoch177
2025-02-05 03:10:49,178 - INFO - train_acc:0.9624863232252968 in epoch177
2025-02-05 03:10:49,178 - INFO - Epoch 177: Learning Rate: [7.397783980132019e-05]
Epoch 177/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.82batch/s]
2025-02-05 03:10:54,113 - INFO - valid_loss:1.1939724816216364 in epoch177
2025-02-05 03:10:54,113 - INFO - valid_acc:0.9096326517685669 in epoch177
2025-02-05 03:10:54,114 - INFO - Mean iou = 83.99% in epoch177
Epoch 178/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:15<00:00,  1.87batch/s]
2025-02-05 03:12:09,667 - INFO - train_loss:1.1807515578912504 in epoch178
2025-02-05 03:12:09,667 - INFO - train_acc:0.9606971609343045 in epoch178
2025-02-05 03:12:09,668 - INFO - Epoch 178: Learning Rate: [7.369606378033756e-05]
Epoch 178/500 [Validation]: 100%|████████████████████████████████████████| 9/9 [00:04<00:00,  1.85batch/s]
2025-02-05 03:12:14,543 - INFO - valid_loss:1.1942509810129802 in epoch178
2025-02-05 03:12:14,543 - INFO - valid_acc:0.9056767161581004 in epoch178
2025-02-05 03:12:14,543 - INFO - Mean iou = 83.37% in epoch178
Epoch 179/500 [Training]: 100%|██████████████████████████████████████| 141/141 [01:14<00:00,  1.88batch/s]
2025-02-05 03:13:29,420 - INFO - train_loss:1.1808194353225383 in epoch179
2025-02-05 03:13:29,421 - INFO - train_acc:0.9610520218326924 in epoch179
2025-02-05 03:13:29,421 - INFO - Epoch 179: Learning Rate: [7.34133139125145e-05]
