2025-02-02 17:38:53,627 - INFO - Namespace(device='cuda:4', channel_weights=[1.0, 2.0, 1.0, 1.0], batch_size=6, num_classes=4, pretrained=False, pretrained_weights='./Synapse_weights_1u1d', lr=0.0001, epochs=500, warmup_epochs=10, dataset_mode='ACDC', max_channel=256, l2_norm=1e-07, patience=15, aug=False, wandb=True, cache=True, log_dir='../../de_logistics/ACDC_3UNetlinear_02-02-17-38-52/', log_file_path='../../de_logistics/ACDC_3UNetlinear_02-02-17-38-52/training.log')
Epoch 1/500 [Training]: 100%|██████████████████████████████████████████████████████████████████| 100/100 [01:03<00:00,  1.57batch/s]
2025-02-02 19:55:59,572 - INFO - train_acc:0.9649870217595837 in epoch116
2025-02-02 19:55:59,572 - INFO - Epoch 116: Learning Rate: [8.889201040294057e-05]
Epoch 116/500 [Validation]: 100%|████████████████████████████████████████████████████████████████| 17/17 [00:06<00:00,  2.56batch/s]
2025-02-02 19:56:06,227 - INFO - valid_loss:1.1497200517093433 in epoch116
2025-02-02 19:56:06,228 - INFO - valid_acc:0.9371999017736806 in epoch116
2025-02-02 19:56:06,228 - INFO - Mean iou = 88.52% in epoch116
Epoch 117/500 [Training]: 100%|████████████████████████████████████████████████████████████████| 100/100 [01:02<00:00,  1.59batch/s]
2025-02-02 19:57:09,116 - INFO - train_loss:1.1531104516983033 in epoch117
2025-02-02 19:57:09,117 - INFO - train_acc:0.9645814359649743 in epoch117
2025-02-02 19:57:09,117 - INFO - Epoch 117: Learning Rate: [8.868975734720436e-05]
Epoch 117/500 [Validation]: 100%|████████████████████████████████████████████████████████████████| 17/17 [00:06<00:00,  2.60batch/s]
2025-02-02 19:57:15,656 - INFO - valid_loss:1.1499705595128678 in epoch117
2025-02-02 19:57:15,656 - INFO - valid_acc:0.9388524233415998 in epoch117
2025-02-02 19:57:15,656 - INFO - Mean iou = 88.81% in epoch117
Epoch 118/500 [Training]: 100%|████████████████████████████████████████████████████████████████| 100/100 [01:03<00:00,  1.58batch/s]
2025-02-02 19:58:18,971 - INFO - train_loss:1.1528622698783875 in epoch118
2025-02-02 19:58:18,972 - INFO - train_acc:0.9645927830885833 in epoch118
2025-02-02 19:58:18,972 - INFO - Epoch 118: Learning Rate: [8.848591411261143e-05]
Epoch 118/500 [Validation]: 100%|████████████████████████████████████████████████████████████████| 17/17 [00:06<00:00,  2.54batch/s]
2025-02-02 19:58:25,675 - INFO - valid_loss:1.1503250388538135 in epoch118
2025-02-02 19:58:25,676 - INFO - valid_acc:0.9400475160399738 in epoch118
2025-02-02 19:58:25,676 - INFO - Mean iou = 89.01% in epoch118
Epoch 119/500 [Training]: 100%|████████████████████████████████████████████████████████████████| 100/100 [01:02<00:00,  1.59batch/s]
2025-02-02 19:59:28,564 - INFO - train_loss:1.152845915555954 in epoch119
2025-02-02 19:59:28,565 - INFO - train_acc:0.9651877333726295 in epoch119
2025-02-02 19:59:28,565 - INFO - Epoch 119: Learning Rate: [8.828048907835873e-05]
Epoch 119/500 [Validation]: 100%|████████████████████████████████████████████████████████████████| 17/17 [00:06<00:00,  2.56batch/s]
2025-02-02 19:59:35,203 - INFO - valid_loss:1.1496334917405073 in epoch119
2025-02-02 19:59:35,204 - INFO - valid_acc:0.9394630696158462 in epoch119
2025-02-02 19:59:35,204 - INFO - Mean iou = 88.90% in epoch119
Epoch 120/500 [Training]: 100%|████████████████████████████████████████████████████████████████| 100/100 [01:02<00:00,  1.60batch/s]
2025-02-02 20:00:37,751 - INFO - train_loss:1.1528218257427216 in epoch120
2025-02-02 20:00:37,751 - INFO - train_acc:0.9656806830300859 in epoch120
2025-02-02 20:00:37,752 - INFO - Epoch 120: Learning Rate: [8.807349068866488e-05]
Epoch 120/500 [Validation]: 100%|████████████████████████████████████████████████████████████████| 17/17 [00:06<00:00,  2.61batch/s]
2025-02-02 20:00:44,269 - INFO - valid_loss:1.1501679069855635 in epoch120
2025-02-02 20:00:44,269 - INFO - valid_acc:0.9403614052790485 in epoch120
2025-02-02 20:00:44,270 - INFO - Mean iou = 89.06% in epoch120
Epoch 121/500 [Training]: 100%|████████████████████████████████████████████████████████████████| 100/100 [01:03<00:00,  1.58batch/s]
2025-02-02 20:01:47,372 - INFO - train_loss:1.15283460855484 in epoch121
2025-02-02 20:01:47,373 - INFO - train_acc:0.9658417678383089 in epoch121
2025-02-02 20:01:47,373 - INFO - Epoch 121: Learning Rate: [8.78649274524229e-05]
Epoch 121/500 [Validation]: 100%|████████████████████████████████████████████████████████████████| 17/17 [00:06<00:00,  2.43batch/s]
2025-02-02 20:01:54,356 - INFO - valid_loss:1.1506737540749943 in epoch121
2025-02-02 20:01:54,357 - INFO - valid_acc:0.9397853011512347 in epoch121
2025-02-02 20:01:54,357 - INFO - Mean iou = 88.96% in epoch121
Epoch 122/500 [Training]: 100%|████████████████████████████████████████████████████████████████| 100/100 [01:03<00:00,  1.58batch/s]
2025-02-02 20:02:57,686 - INFO - train_loss:1.1526054978370666 in epoch122
2025-02-02 20:02:57,687 - INFO - train_acc:0.9665093142100061 in epoch122
2025-02-02 20:02:57,687 - INFO - Epoch 122: Learning Rate: [8.765480794285053e-05]
Epoch 122/500 [Validation]: 100%|████████████████████████████████████████████████████████████████| 17/17 [00:06<00:00,  2.53batch/s]
2025-02-02 20:03:04,404 - INFO - valid_loss:1.1500350797877592 in epoch122
2025-02-02 20:03:04,404 - INFO - valid_acc:0.9407617104898524 in epoch122
2025-02-02 20:03:04,404 - INFO - Mean iou = 89.13% in epoch122
Epoch 123/500 [Training]: 100%|████████████████████████████████████████████████████████████████| 100/100 [01:03<00:00,  1.57batch/s]
2025-02-02 20:04:08,153 - INFO - train_loss:1.1525908672809602 in epoch123
2025-02-02 20:04:08,154 - INFO - train_acc:0.966622327927478 in epoch123
2025-02-02 20:04:08,154 - INFO - Epoch 123: Learning Rate: [8.744314079713785e-05]
Epoch 123/500 [Validation]: 100%|████████████████████████████████████████████████████████████████| 17/17 [00:06<00:00,  2.53batch/s]
2025-02-02 20:04:14,887 - INFO - valid_loss:1.1499671936035156 in epoch123
2025-02-02 20:04:14,887 - INFO - valid_acc:0.9407708723233541 in epoch123
2025-02-02 20:04:14,887 - INFO - Mean iou = 89.12% in epoch123
Epoch 124/500 [Training]: 100%|████████████████████████████████████████████████████████████████| 100/100 [01:03<00:00,  1.57batch/s]
2025-02-02 20:05:18,396 - INFO - train_loss:1.1529353880882263 in epoch124
2025-02-02 20:05:18,397 - INFO - train_acc:0.9661185565289049 in epoch124
2025-02-02 20:05:18,397 - INFO - Epoch 124: Learning Rate: [8.722993471609218e-05]
Epoch 124/500 [Validation]: 100%|████████████████████████████████████████████████████████████████| 17/17 [00:06<00:00,  2.53batch/s]
2025-02-02 20:05:25,120 - INFO - valid_loss:1.1528315684374641 in epoch124
2025-02-02 20:05:25,120 - INFO - valid_acc:0.935887100141973 in epoch124
2025-02-02 20:05:25,120 - INFO - Mean iou = 88.33% in epoch124
Epoch 125/500 [Training]: 100%|████████████████████████████████████████████████████████████████| 100/100 [01:03<00:00,  1.57batch/s]
2025-02-02 20:06:29,003 - INFO - train_loss:1.1527737414836883 in epoch125
2025-02-02 20:06:29,003 - INFO - train_acc:0.9657493316948171 in epoch125
2025-02-02 20:06:29,004 - INFO - Epoch 125: Learning Rate: [8.70151984637804e-05]
Epoch 125/500 [Validation]: 100%|████████████████████████████████████████████████████████████████| 17/17 [00:06<00:00,  2.51batch/s]
2025-02-02 20:06:35,770 - INFO - valid_loss:1.1501326911589678 in epoch125
2025-02-02 20:06:35,770 - INFO - valid_acc:0.9400377661794028 in epoch125
2025-02-02 20:06:35,771 - INFO - Mean iou = 89.01% in epoch125
Epoch 126/500 [Training]: 100%|████████████████████████████████████████████████████████████████| 100/100 [01:03<00:00,  1.57batch/s]
2025-02-02 20:07:39,592 - INFO - train_loss:1.1526705288887025 in epoch126
2025-02-02 20:07:39,593 - INFO - train_acc:0.9668460754286464 in epoch126
2025-02-02 20:07:39,593 - INFO - Epoch 126: Learning Rate: [8.679894086716883e-05]
Epoch 126/500 [Validation]: 100%|████████████████████████████████████████████████████████████████| 17/17 [00:07<00:00,  2.40batch/s]
2025-02-02 20:07:46,669 - INFO - valid_loss:1.1508417760624605 in epoch126
2025-02-02 20:07:46,670 - INFO - valid_acc:0.9398848836807447 in epoch126
2025-02-02 20:07:46,670 - INFO - Mean iou = 89.00% in epoch126
Epoch 127/500 [Training]: 100%|████████████████████████████████████████████████████████████████| 100/100 [01:03<00:00,  1.57batch/s]
2025-02-02 20:08:50,423 - INFO - train_loss:1.1526530945301057 in epoch127
2025-02-02 20:08:50,424 - INFO - train_acc:0.9667841827671048 in epoch127
2025-02-02 20:08:50,424 - INFO - Epoch 127: Learning Rate: [8.658117081576021e-05]
Epoch 127/500 [Validation]: 100%|████████████████████████████████████████████████████████████████| 17/17 [00:06<00:00,  2.52batch/s]
2025-02-02 20:08:57,171 - INFO - valid_loss:1.1506164705052095 in epoch127
2025-02-02 20:08:57,171 - INFO - valid_acc:0.9381434615327645 in epoch127
2025-02-02 20:08:57,171 - INFO - Mean iou = 88.68% in epoch127
Epoch 128/500 [Training]: 100%|████████████████████████████████████████████████████████████████| 100/100 [01:03<00:00,  1.57batch/s]
2025-02-02 20:10:01,065 - INFO - train_loss:1.1528389596939086 in epoch128
2025-02-02 20:10:01,065 - INFO - train_acc:0.9664582131031928 in epoch128
2025-02-02 20:10:01,066 - INFO - Epoch 128: Learning Rate: [8.636189726122842e-05]
Epoch 128/500 [Validation]: 100%|████████████████████████████████████████████████████████████████| 17/17 [00:06<00:00,  2.49batch/s]
2025-02-02 20:10:07,881 - INFO - valid_loss:1.150402405682732 in epoch128
2025-02-02 20:10:07,882 - INFO - valid_acc:0.9402231773972838 in epoch128
2025-02-02 20:10:07,882 - INFO - Mean iou = 89.05% in epoch128
Epoch 129/500 [Training]: 100%|████████████████████████████████████████████████████████████████| 100/100 [01:04<00:00,  1.56batch/s]
2025-02-02 20:11:11,960 - INFO - train_loss:1.1526505887508391 in epoch129
2025-02-02 20:11:11,961 - INFO - train_acc:0.9673604329419143 in epoch129
2025-02-02 20:11:11,961 - INFO - Epoch 129: Learning Rate: [8.614112921705044e-05]
Epoch 129/500 [Validation]: 100%|████████████████████████████████████████████████████████████████| 17/17 [00:06<00:00,  2.47batch/s]
2025-02-02 20:11:18,843 - INFO - valid_loss:1.1504745343152214 in epoch129
2025-02-02 20:11:18,843 - INFO - valid_acc:0.9403836496849705 in epoch129
2025-02-02 20:11:18,843 - INFO - Mean iou = 89.07% in epoch129
Epoch 130/500 [Training]: 100%|████████████████████████████████████████████████████████████████| 100/100 [01:03<00:00,  1.57batch/s]
2025-02-02 20:12:22,492 - INFO - train_loss:1.1526113474369049 in epoch130
2025-02-02 20:12:22,493 - INFO - train_acc:0.9682057571062715 in epoch130
2025-02-02 20:12:22,493 - INFO - Epoch 130: Learning Rate: [8.591887575813589e-05]
Epoch 130/500 [Validation]: 100%|████████████████████████████████████████████████████████████████| 17/17 [00:07<00:00,  2.41batch/s]
2025-02-02 20:12:29,536 - INFO - valid_loss:1.1500539709539974 in epoch130
2025-02-02 20:12:29,536 - INFO - valid_acc:0.9387502367345291 in epoch130
2025-02-02 20:12:29,536 - INFO - Mean iou = 88.79% in epoch130
Epoch 131/500 [Training]: 100%|████████████████████████████████████████████████████████████████| 100/100 [01:04<00:00,  1.56batch/s]
2025-02-02 20:13:33,587 - INFO - train_loss:1.152431993484497 in epoch131
2025-02-02 20:13:33,588 - INFO - train_acc:0.9682719926599429 in epoch131
2025-02-02 20:13:33,588 - INFO - Epoch 131: Learning Rate: [8.569514602045396e-05]
Epoch 131/500 [Validation]: 100%|████████████████████████████████████████████████████████████████| 17/17 [00:06<00:00,  2.48batch/s]
2025-02-02 20:13:40,449 - INFO - valid_loss:1.1506027614369112 in epoch131
2025-02-02 20:13:40,449 - INFO - valid_acc:0.9397945601479859 in epoch131
2025-02-02 20:13:40,450 - INFO - Mean iou = 88.97% in epoch131
Epoch 132/500 [Training]: 100%|████████████████████████████████████████████████| 100/100 [01:03<00:00,  1.56batch/s]
2025-02-02 20:14:44,369 - INFO - train_loss:1.1525475180149078 in epoch132
2025-02-02 20:14:44,370 - INFO - train_acc:0.9679060966686851 in epoch132
2025-02-02 20:14:44,370 - INFO - Epoch 132: Learning Rate: [8.546994920065786e-05]
Epoch 132/500 [Validation]: 100%|█| 17/17 [00:06<00:00,  2
2025-02-02 20:14:51,221 - INFO - valid_loss:1.1504787066403557 in epoch132
2025-02-02 20:14:51,221 - INFO - valid_acc:0.9397927302784859 in epoch132
2025-02-02 20:14:51,221 - INFO - Mean iou = 88.97% in epoch132
Epoch 133/500 [Training]: 100%|█| 100/100 [01:03<00:00,  1
2025-02-02 20:15:54,968 - INFO - train_loss:1.1526325643062592 in epoch133
2025-02-02 20:15:54,968 - INFO - train_acc:0.9677626213952378 in epoch133
2025-02-02 20:15:54,968 - INFO - Epoch 133: Learning Rate: [8.524329455570684e-05]
Epoch 133/500 [Validation]: 100%|█| 17/17 [00:06<00:00,  2
2025-02-02 20:16:01,868 - INFO - valid_loss:1.15019751997555 in epoch133
2025-02-02 20:16:01,869 - INFO - valid_acc:0.9399842901263553 in epoch133
2025-02-02 20:16:01,869 - INFO - Mean iou = 88.99% in epoch133
Epoch 134/500 [Training]: 100%|█| 100/100 [01:03<00:00,  1
2025-02-02 20:17:05,235 - INFO - train_loss:1.1525998103618622 in epoch134
2025-02-02 20:17:05,235 - INFO - train_acc:0.9683656786301998 in epoch134
2025-02-02 20:17:05,236 - INFO - Epoch 134: Learning Rate: [8.501519140248557e-05]
Epoch 134/500 [Validation]: 100%|████████████████████████████████████████████████████████| 17/17 [00:07<00:00,  2.42batch/s]
2025-02-02 20:17:12,249 - INFO - valid_loss:1.1502138165866627 in epoch134
2025-02-02 20:17:12,250 - INFO - valid_acc:0.9403121205029337 in epoch134
2025-02-02 20:17:12,250 - INFO - Mean iou = 89.05% in epoch134
Epoch 135/500 [Training]: 100%|████████████████████████████████████████████████████████| 100/100 [01:04<00:00,  1.55batch/s]
2025-02-02 20:18:16,746 - INFO - train_loss:1.1527121245861054 in epoch135
2025-02-02 20:18:16,747 - INFO - train_acc:0.9685181097756113 in epoch135
2025-02-02 20:18:16,747 - INFO - Epoch 135: Learning Rate: [8.478564911742131e-05]
Epoch 135/500 [Validation]: 100%|████████████████████████████████████████████████████████| 17/17 [00:06<00:00,  2.55batch/s]
2025-02-02 20:18:23,411 - INFO - valid_loss:1.1505802869796753 in epoch135
2025-02-02 20:18:23,412 - INFO - valid_acc:0.9395359243981323 in epoch135
2025-02-02 20:18:23,412 - INFO - Mean iou = 88.93% in epoch135
Epoch 136/500 [Training]: 100%|████████████████████████████████████████████████████████| 100/100 [01:03<00:00,  1.57batch/s]
2025-02-02 20:19:27,246 - INFO - train_loss:1.1523154079914093 in epoch136
2025-02-02 20:19:27,247 - INFO - train_acc:0.9687774602277786 in epoch136
2025-02-02 20:19:27,247 - INFO - Epoch 136: Learning Rate: [8.455467713609831e-05]
Epoch 136/500 [Validation]: 100%|████████████████████████████████████████████████████████| 17/17 [00:06<00:00,  2.44batch/s]
2025-02-02 20:19:34,203 - INFO - valid_loss:1.150584108689252 in epoch136
2025-02-02 20:19:34,203 - INFO - valid_acc:0.9399015049095373 in epoch136
2025-02-02 20:19:34,204 - INFO - Mean iou = 88.99% in epoch136
Epoch 137/500 [Training]: 100%|████████████████████████████████████████████████████████| 100/100 [01:04<00:00,  1.56batch/s]
2025-02-02 20:20:38,254 - INFO - train_loss:1.1525721919536591 in epoch137
2025-02-02 20:20:38,255 - INFO - train_acc:0.9685751983543708 in epoch137
2025-02-02 20:20:38,255 - INFO - Epoch 137: Learning Rate: [8.432228495287005e-05]
Epoch 137/500 [Validation]: 100%|████████████████████████████████████████████████████████| 17/17 [00:06<00:00,  2.44batch/s]
2025-02-02 20:20:45,226 - INFO - valid_loss:1.1512693026486565 in epoch137
2025-02-02 20:20:45,227 - INFO - valid_acc:0.939366788224727 in epoch137
2025-02-02 20:20:45,227 - INFO - Mean iou = 88.91% in epoch137
Epoch 138/500 [Training]: 100%|████████████████████████████████████████████████████████| 100/100 [01:04<00:00,  1.55batch/s]
2025-02-02 20:21:49,860 - INFO - train_loss:1.1526311230659485 in epoch138
2025-02-02 20:21:49,860 - INFO - train_acc:0.9689872960121975 in epoch138
2025-02-02 20:21:49,860 - INFO - Epoch 138: Learning Rate: [8.408848212046903e-05]
Epoch 138/500 [Validation]: 100%|█| 17/17 [00:06<00:00,  2
2025-02-02 20:21:56,848 - INFO - valid_loss:1.150289858088774 in epoch138
2025-02-02 20:21:56,848 - INFO - valid_acc:0.9404437941337116 in epoch138
2025-02-02 20:21:56,849 - INFO - Mean iou = 89.08% in epoch138
Epoch 139/500 [Training]: 100%|███████████████████████████████████████| 100/100 [01:04<00:00,  1.56batch/s]
2025-02-02 20:23:00,971 - INFO - train_loss:1.1524184906482697 in epoch139
2025-02-02 20:23:00,971 - INFO - train_acc:0.969266217605372 in epoch139
2025-02-02 20:23:00,971 - INFO - Epoch 139: Learning Rate: [8.385327824961389e-05]
Epoch 139/500 [Validation]: 100%|███████████████████████████████████████| 17/17 [00:06<00:00,  2.46batch/s]
2025-02-02 20:23:07,897 - INFO - valid_loss:1.1511314406114466 in epoch139
2025-02-02 20:23:07,898 - INFO - valid_acc:0.9383573112643726 in epoch139
2025-02-02 20:23:07,898 - INFO - Mean iou = 88.74% in epoch139
Epoch 140/500 [Training]: 100%|███████████████████████████████████████| 100/100 [01:03<00:00,  1.57batch/s]
2025-02-02 20:24:11,791 - INFO - train_loss:1.1525074779987334 in epoch140
2025-02-02 20:24:11,791 - INFO - train_acc:0.9689533496043999 in epoch140
2025-02-02 20:24:11,791 - INFO - Epoch 140: Learning Rate: [8.361668300861454e-05]
Epoch 140/500 [Validation]: 100%|███████████████████████████████████████| 17/17 [00:07<00:00,  2.42batch/s]
2025-02-02 20:24:18,815 - INFO - valid_loss:1.1499851381077486 in epoch140
2025-02-02 20:24:18,815 - INFO - valid_acc:0.9397019992767073 in epoch140
2025-02-02 20:24:18,815 - INFO - Mean iou = 88.95% in epoch140
Epoch 141/500 [Training]: 100%|███████████████████████████████████████| 100/100 [01:04<00:00,  1.56batch/s]
2025-02-02 20:25:22,832 - INFO - train_loss:1.1526093435287477 in epoch141
2025-02-02 20:25:22,832 - INFO - train_acc:0.9691443105205447 in epoch141
2025-02-02 20:25:22,832 - INFO - Epoch 141: Learning Rate: [8.337870612297467e-05]
Epoch 141/500 [Validation]: 100%|███████████████████████████████████████| 17/17 [00:06<00:00,  2.46batch/s]
2025-02-02 20:25:29,753 - INFO - valid_loss:1.1507475235882927 in epoch141
2025-02-02 20:25:29,753 - INFO - valid_acc:0.9401768200169988 in epoch141
2025-02-02 20:25:29,753 - INFO - Mean iou = 89.03% in epoch141
Epoch 142/500 [Training]: 100%|███████████████████████████████████████| 100/100 [01:04<00:00,  1.55batch/s]
2025-02-02 20:26:34,264 - INFO - train_loss:1.1523936772346497 in epoch142
2025-02-02 20:26:34,264 - INFO - train_acc:0.9697260741833074 in epoch142
2025-02-02 20:26:34,264 - INFO - Epoch 142: Learning Rate: [8.313935737499195e-05]
Epoch 142/500 [Validation]: 100%|████████████████████████████████████| 17/17 [00:07<00:00,  2.41batch/s]
2025-02-02 20:26:41,333 - INFO - valid_loss:1.1500219597535974 in epoch142
2025-02-02 20:26:41,334 - INFO - valid_acc:0.9409266638338226 in epoch142
2025-02-02 20:26:41,334 - INFO - Mean iou = 89.15% in epoch142
Epoch 143/500 [Training]: 100%|████████████████████████████████████| 100/100 [01:04<00:00,  1.55batch/s]
2025-02-02 20:27:45,826 - INFO - train_loss:1.1523728239536286 in epoch143
2025-02-02 20:27:45,826 - INFO - train_acc:0.9701725356164129 in epoch143
2025-02-02 20:27:45,827 - INFO - Epoch 143: Learning Rate: [8.289864660335593e-05]
Epoch 143/500 [Validation]: 100%|████████████████████████████████████| 17/17 [00:07<00:00,  2.41batch/s]
2025-02-02 20:27:52,890 - INFO - valid_loss:1.150718415484709 in epoch143
2025-02-02 20:27:52,890 - INFO - valid_acc:0.9405476884289775 in epoch143
2025-02-02 20:27:52,890 - INFO - Mean iou = 89.10% in epoch143
Epoch 144/500 [Training]: 100%|████████████████████████████████████| 100/100 [01:04<00:00,  1.54batch/s]
2025-02-02 20:28:57,843 - INFO - train_loss:1.1525158309936523 in epoch144
2025-02-02 20:28:57,845 - INFO - train_acc:0.9699052972606585 in epoch144
2025-02-02 20:28:57,845 - INFO - Epoch 144: Learning Rate: [8.265658370274367e-05]
Epoch 144/500 [Validation]: 100%|████████████████████████████████████| 17/17 [00:07<00:00,  2.43batch/s]
2025-02-02 20:29:04,857 - INFO - valid_loss:1.150576956131879 in epoch144
2025-02-02 20:29:04,857 - INFO - valid_acc:0.9407651246861546 in epoch144
2025-02-02 20:29:04,857 - INFO - Mean iou = 89.13% in epoch144
Epoch 145/500 [Training]: 100%|████████████████████████████████████| 100/100 [01:04<00:00,  1.56batch/s]
2025-02-02 20:30:08,895 - INFO - train_loss:1.1523224782943726 in epoch145
2025-02-02 20:30:08,896 - INFO - train_acc:0.9704431906210849 in epoch145
2025-02-02 20:30:08,896 - INFO - Epoch 145: Learning Rate: [8.241317862341288e-05]
Epoch 145/500 [Validation]: 100%|████████████████████████████████████| 17/17 [00:06<00:00,  2.47batch/s]
2025-02-02 20:30:15,769 - INFO - valid_loss:1.1502639055252075 in epoch145
2025-02-02 20:30:15,769 - INFO - valid_acc:0.9396532235275805 in epoch145
2025-02-02 20:30:15,770 - INFO - Mean iou = 88.94% in epoch145
Epoch 146/500 [Training]: 100%|████████████████████████████████████| 100/100 [01:03<00:00,  1.56batch/s]
2025-02-02 20:31:19,753 - INFO - train_loss:1.1525735020637513 in epoch146
2025-02-02 20:31:19,754 - INFO - train_acc:0.969631045178375 in epoch146
2025-02-02 20:31:19,754 - INFO - Epoch 146: Learning Rate: [8.216844137079305e-05]
Epoch 146/500 [Validation]: 100%|████████████████████████████████████| 17/17 [00:06<00:00,  2.48batch/s]
2025-02-02 20:31:26,619 - INFO - valid_loss:1.15018313071307 in epoch146
2025-02-02 20:31:26,620 - INFO - valid_acc:0.937784710056488 in epoch146
2025-02-02 20:31:26,620 - INFO - Mean iou = 88.62% in epoch146
Epoch 147/500 [Training]: 100%|████████████████████████████████████| 100/100 [01:04<00:00,  1.56batch/s]
2025-02-02 20:32:30,870 - INFO - train_loss:1.15263423204422 in epoch147
2025-02-02 20:32:30,871 - INFO - train_acc:0.9696742544494994 in epoch147
2025-02-02 20:32:30,871 - INFO - Epoch 147: Learning Rate: [8.192238200507404e-05]
Epoch 147/500 [Validation]: 100%|████████████████████████████████████| 17/17 [00:06<00:00,  2.50batch/s]
2025-02-02 20:32:37,675 - INFO - valid_loss:1.1501848767785465 in epoch147
2025-02-02 20:32:37,676 - INFO - valid_acc:0.9402547577637654 in epoch147
2025-02-02 20:32:37,676 - INFO - Mean iou = 89.04% in epoch147
Epoch 148/500 [Training]: 100%|████████████████████████████████████| 100/100 [01:03<00:00,  1.57batch/s]
2025-02-02 20:33:41,437 - INFO - train_loss:1.1525053369998932 in epoch148
2025-02-02 20:33:41,438 - INFO - train_acc:0.9706656864195637 in epoch148
2025-02-02 20:33:41,438 - INFO - Epoch 148: Learning Rate: [8.167501064079264e-05]
Epoch 148/500 [Validation]: 100%|████████████████████████████████████| 17/17 [00:06<00:00,  2.51batch/s]
2025-02-02 20:33:48,207 - INFO - valid_loss:1.1501975550371057 in epoch148
2025-02-02 20:33:48,208 - INFO - valid_acc:0.9401377971393529 in epoch148
2025-02-02 20:33:48,208 - INFO - Mean iou = 89.02% in epoch148
Epoch 149/500 [Training]: 100%|████████████████████████████████████| 100/100 [01:03<00:00,  1.56batch/s]
2025-02-02 20:34:52,179 - INFO - train_loss:1.152402412891388 in epoch149
2025-02-02 20:34:52,180 - INFO - train_acc:0.9705498275551052 in epoch149
2025-02-02 20:34:52,180 - INFO - Epoch 149: Learning Rate: [8.142633744641675e-05]
Epoch 149/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 17/17 [00:06<00:00,  2.52batch/s]
2025-02-02 20:34:58,921 - INFO - valid_loss:1.1513633307288675 in epoch149
2025-02-02 20:34:58,922 - INFO - valid_acc:0.9400903072649671 in epoch149
2025-02-02 20:34:58,922 - INFO - Mean iou = 89.02% in epoch149
Epoch 150/500 [Training]: 100%|███████████████████████████████████████████████████████████████████| 100/100 [01:03<00:00,  1.57batch/s]
2025-02-02 20:36:02,747 - INFO - train_loss:1.152627203464508 in epoch150
2025-02-02 20:36:02,748 - INFO - train_acc:0.9698011587668169 in epoch150
2025-02-02 20:36:02,748 - INFO - Epoch 150: Learning Rate: [8.117637264392739e-05]
Epoch 150/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 17/17 [00:06<00:00,  2.51batch/s]
2025-02-02 20:36:09,529 - INFO - valid_loss:1.150445818901062 in epoch150
2025-02-02 20:36:09,529 - INFO - valid_acc:0.9396778255528249 in epoch150
2025-02-02 20:36:09,530 - INFO - Mean iou = 88.95% in epoch150
Epoch 151/500 [Training]: 100%|███████████████████████████████████████████████████████████████████| 100/100 [01:03<00:00,  1.57batch/s]
2025-02-02 20:37:13,211 - INFO - train_loss:1.1524588000774383 in epoch151
2025-02-02 20:37:13,211 - INFO - train_acc:0.971008662974817 in epoch151
2025-02-02 20:37:13,212 - INFO - Epoch 151: Learning Rate: [8.092512650839855e-05]
Epoch 151/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 17/17 [00:06<00:00,  2.46batch/s]
2025-02-02 20:37:20,130 - INFO - valid_loss:1.1501649267533247 in epoch151
2025-02-02 20:37:20,130 - INFO - valid_acc:0.9402876606499687 in epoch151
2025-02-02 20:37:20,130 - INFO - Mean iou = 89.05% in epoch151
Epoch 152/500 [Training]: 100%|███████████████████████████████████████████████████████████████████| 100/100 [01:04<00:00,  1.56batch/s]
2025-02-02 20:38:24,234 - INFO - train_loss:1.152147343158722 in epoch152
2025-02-02 20:38:24,234 - INFO - train_acc:0.9706919605122958 in epoch152
2025-02-02 20:38:24,234 - INFO - Epoch 152: Learning Rate: [8.067260936757481e-05]
Epoch 152/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 17/17 [00:06<00:00,  2.53batch/s]
2025-02-02 20:38:30,954 - INFO - valid_loss:1.1501938174752628 in epoch152
2025-02-02 20:38:30,954 - INFO - valid_acc:0.9388638333807287 in epoch152
2025-02-02 20:38:30,954 - INFO - Mean iou = 88.81% in epoch152
Epoch 153/500 [Training]: 100%|███████████████████████████████████████████████████████████████████| 100/100 [01:03<00:00,  1.57batch/s]
2025-02-02 20:39:34,827 - INFO - train_loss:1.1525208020210267 in epoch153
2025-02-02 20:39:34,827 - INFO - train_acc:0.9700558667720294 in epoch153
2025-02-02 20:39:34,827 - INFO - Epoch 153: Learning Rate: [8.041883160144679e-05]
Epoch 153/500 [Validation]: 100%|███████████████████████████████████████████████████████████████████| 17/17 [00:06<00:00,  2.46batch/s]
2025-02-02 20:39:41,750 - INFO - valid_loss:1.1504898772520178 in epoch153
2025-02-02 20:39:41,751 - INFO - valid_acc:0.9394599756669751 in epoch153
2025-02-02 20:39:41,751 - INFO - Mean iou = 88.90% in epoch153
Epoch 154/500 [Training]: 100%|███████████████████████████████████████████████████████████████████| 100/100 [01:03<00:00,  1.56batch/s]
2025-02-02 20:40:45,660 - INFO - train_loss:1.1524032318592072 in epoch154
2025-02-02 20:40:45,661 - INFO - train_acc:0.9703686020868844 in epoch154
2025-02-02 20:40:45,661 - INFO - Epoch 154: Learning Rate: [8.016380364182443e-05]
