2025-01-26 01:45:27,643 - INFO - Namespace(device='cuda:1', channel_weights=[1.0, 2.0, 1.0, 1.0], batch_size=8, num_classes=4, pretrained=False, pretrained_weights='./Synapse_weights_1u1d', lr=0.0001, epochs=1000, warmup_epochs=10, dataset_mode='ACDC', max_channel=256, l2_norm=1e-07, patience=15, aug=False, wandb=True, cache=True, log_dir='../../de_logistics/ACDC_1UNetlinear_1DeepLabV3Plinear_01-26-01-45-26/', log_file_path='../../de_logistics/ACDC_1UNetlinear_1DeepLabV3Plinear_01-26-01-45-26/training.log')
Epoch 1/1000 [Training]: 100%|██████████████████████████████████████████████████████████████████| 75/75 [00:44<00:00,  1.69batch/s]
Epoch 136/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.74batch/s]
2025-01-26 03:56:28,218 - INFO - train_loss:1.1012063360214233 in epoch136
2025-01-26 03:56:28,218 - INFO - train_acc:0.9622354990647184 in epoch136
2025-01-26 03:56:28,218 - INFO - Epoch 136: Learning Rate: [9.605657703747694e-05]
Epoch 136/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:14<00:00,  2.54batch/s]
2025-01-26 03:56:43,181 - INFO - valid_loss:1.1067831484895003 in epoch136
2025-01-26 03:56:43,181 - INFO - valid_acc:0.9137050013714535 in epoch136
2025-01-26 03:56:43,182 - INFO - Mean iou = 84.70% in epoch136
Epoch 137/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.73batch/s]
2025-01-26 03:57:26,434 - INFO - train_loss:1.101021072069804 in epoch137
2025-01-26 03:57:26,435 - INFO - train_acc:0.9623622212092202 in epoch137
2025-01-26 03:57:26,436 - INFO - Epoch 137: Learning Rate: [9.599458740232583e-05]
Epoch 137/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.53batch/s]
2025-01-26 03:57:41,440 - INFO - valid_loss:1.107559367230064 in epoch137
2025-01-26 03:57:41,441 - INFO - valid_acc:0.9115768478529082 in epoch137
2025-01-26 03:57:41,441 - INFO - Mean iou = 84.36% in epoch137
Epoch 138/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.71batch/s]
2025-01-26 03:58:25,234 - INFO - train_loss:1.1013880411783854 in epoch138
2025-01-26 03:58:25,235 - INFO - train_acc:0.9607249331715769 in epoch138
2025-01-26 03:58:25,236 - INFO - Epoch 138: Learning Rate: [9.593213465254015e-05]
Epoch 138/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.53batch/s]
2025-01-26 03:58:40,250 - INFO - valid_loss:1.108461690576453 in epoch138
2025-01-26 03:58:40,250 - INFO - valid_acc:0.9092850222101864 in epoch138
2025-01-26 03:58:40,250 - INFO - Mean iou = 84.02% in epoch138
Epoch 139/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:42<00:00,  1.75batch/s]
2025-01-26 03:59:22,992 - INFO - train_loss:1.1013935550053915 in epoch139
2025-01-26 03:59:22,993 - INFO - train_acc:0.9613287880227114 in epoch139
2025-01-26 03:59:22,993 - INFO - Epoch 139: Learning Rate: [9.586921941701841e-05]
Epoch 139/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:14<00:00,  2.54batch/s]
2025-01-26 03:59:37,965 - INFO - valid_loss:1.1073791855259945 in epoch139
2025-01-26 03:59:37,965 - INFO - valid_acc:0.915322373575458 in epoch139
2025-01-26 03:59:37,965 - INFO - Mean iou = 84.98% in epoch139
Epoch 140/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:42<00:00,  1.75batch/s]
2025-01-26 04:00:20,946 - INFO - train_loss:1.1011878728866578 in epoch140
2025-01-26 04:00:20,947 - INFO - train_acc:0.962526062019124 in epoch140
2025-01-26 04:00:20,947 - INFO - Epoch 140: Learning Rate: [9.580584232931632e-05]
Epoch 140/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.50batch/s]
2025-01-26 04:00:36,124 - INFO - valid_loss:1.1076360878191496 in epoch140
2025-01-26 04:00:36,125 - INFO - valid_acc:0.9113856542086015 in epoch140
2025-01-26 04:00:36,125 - INFO - Mean iou = 84.32% in epoch140
Epoch 141/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.73batch/s]
2025-01-26 04:01:19,420 - INFO - train_loss:1.101317777633667 in epoch141
2025-01-26 04:01:19,421 - INFO - train_acc:0.9613892497512935 in epoch141
2025-01-26 04:01:19,421 - INFO - Epoch 141: Learning Rate: [9.574200402764046e-05]
Epoch 141/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:14<00:00,  2.54batch/s]
2025-01-26 04:01:34,398 - INFO - valid_loss:1.107249335238808 in epoch141
2025-01-26 04:01:34,399 - INFO - valid_acc:0.9130431175654032 in epoch141
2025-01-26 04:01:34,399 - INFO - Mean iou = 84.59% in epoch141
Epoch 142/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:42<00:00,  1.75batch/s]
2025-01-26 04:02:17,223 - INFO - train_loss:1.1012865177790323 in epoch142
2025-01-26 04:02:17,224 - INFO - train_acc:0.9618745997623231 in epoch142
2025-01-26 04:02:17,224 - INFO - Epoch 142: Learning Rate: [9.567770515484184e-05]
Epoch 142/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:14<00:00,  2.57batch/s]
2025-01-26 04:02:32,026 - INFO - valid_loss:1.1075407109762494 in epoch142
2025-01-26 04:02:32,026 - INFO - valid_acc:0.9148872648863037 in epoch142
2025-01-26 04:02:32,026 - INFO - Mean iou = 84.87% in epoch142
Epoch 143/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.74batch/s]
2025-01-26 04:03:15,086 - INFO - train_loss:1.1012371285756428 in epoch143
2025-01-26 04:03:15,087 - INFO - train_acc:0.9606807311390607 in epoch143
2025-01-26 04:03:15,087 - INFO - Epoch 143: Learning Rate: [9.561294635840935e-05]
Epoch 143/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:14<00:00,  2.60batch/s]
2025-01-26 04:03:29,720 - INFO - valid_loss:1.1074260473251343 in epoch143
2025-01-26 04:03:29,720 - INFO - valid_acc:0.9129263210519294 in epoch143
2025-01-26 04:03:29,721 - INFO - Mean iou = 84.57% in epoch143
Epoch 144/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:42<00:00,  1.76batch/s]
2025-01-26 04:04:12,433 - INFO - train_loss:1.101072686513265 in epoch144
2025-01-26 04:04:12,434 - INFO - train_acc:0.962551662574477 in epoch144
2025-01-26 04:04:12,434 - INFO - Epoch 144: Learning Rate: [9.554772829046338e-05]
Epoch 144/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:14<00:00,  2.56batch/s]
2025-01-26 04:04:27,260 - INFO - valid_loss:1.1075204328486794 in epoch144
2025-01-26 04:04:27,261 - INFO - valid_acc:0.9147754477030694 in epoch144
2025-01-26 04:04:27,261 - INFO - Mean iou = 84.87% in epoch144
Epoch 145/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.73batch/s]
2025-01-26 04:05:10,607 - INFO - train_loss:1.1012376483281454 in epoch145
2025-01-26 04:05:10,608 - INFO - train_acc:0.9634903663756904 in epoch145
2025-01-26 04:05:10,608 - INFO - Epoch 145: Learning Rate: [9.548205160774915e-05]
Epoch 145/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:14<00:00,  2.56batch/s]
2025-01-26 04:05:25,474 - INFO - valid_loss:1.1071515616617704 in epoch145
2025-01-26 04:05:25,474 - INFO - valid_acc:0.9147064093865552 in epoch145
2025-01-26 04:05:25,474 - INFO - Mean iou = 84.85% in epoch145
Epoch 146/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:42<00:00,  1.75batch/s]
2025-01-26 04:06:08,313 - INFO - train_loss:1.101152761777242 in epoch146
2025-01-26 04:06:08,314 - INFO - train_acc:0.9638473857820729 in epoch146
2025-01-26 04:06:08,314 - INFO - Epoch 146: Learning Rate: [9.541591697163012e-05]
Epoch 146/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.52batch/s]
2025-01-26 04:06:23,424 - INFO - valid_loss:1.1075968961966665 in epoch146
2025-01-26 04:06:23,424 - INFO - valid_acc:0.9128428505091684 in epoch146
2025-01-26 04:06:23,425 - INFO - Mean iou = 84.55% in epoch146
Epoch 147/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:42<00:00,  1.75batch/s]
2025-01-26 04:07:06,218 - INFO - train_loss:1.100877340634664 in epoch147
2025-01-26 04:07:06,219 - INFO - train_acc:0.9639721651600643 in epoch147
2025-01-26 04:07:06,219 - INFO - Epoch 147: Learning Rate: [9.534932504808133e-05]
Epoch 147/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.52batch/s]
2025-01-26 04:07:21,279 - INFO - valid_loss:1.1076933020039608 in epoch147
2025-01-26 04:07:21,280 - INFO - valid_acc:0.9139880113068258 in epoch147
2025-01-26 04:07:21,280 - INFO - Mean iou = 84.75% in epoch147
Epoch 148/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.73batch/s]
2025-01-26 04:08:04,559 - INFO - train_loss:1.101408476829529 in epoch148
2025-01-26 04:08:04,560 - INFO - train_acc:0.9621899424801628 in epoch148
2025-01-26 04:08:04,560 - INFO - Epoch 148: Learning Rate: [9.528227650768273e-05]
Epoch 148/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:14<00:00,  2.55batch/s]
2025-01-26 04:08:19,465 - INFO - valid_loss:1.108885840365761 in epoch148
2025-01-26 04:08:19,466 - INFO - valid_acc:0.9058389625115182 in epoch148
2025-01-26 04:08:19,466 - INFO - Mean iou = 83.46% in epoch148
Epoch 149/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:42<00:00,  1.76batch/s]
2025-01-26 04:09:02,151 - INFO - train_loss:1.1014227437973023 in epoch149
2025-01-26 04:09:02,152 - INFO - train_acc:0.9605544408283183 in epoch149
2025-01-26 04:09:02,152 - INFO - Epoch 149: Learning Rate: [9.521477202561237e-05]
Epoch 149/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:14<00:00,  2.56batch/s]
2025-01-26 04:09:17,005 - INFO - valid_loss:1.107436123647188 in epoch149
2025-01-26 04:09:17,006 - INFO - valid_acc:0.9141906247956819 in epoch149
2025-01-26 04:09:17,006 - INFO - Mean iou = 84.78% in epoch149
Epoch 150/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.73batch/s]
2025-01-26 04:10:00,242 - INFO - train_loss:1.1011214145024617 in epoch150
2025-01-26 04:10:00,243 - INFO - train_acc:0.9634633539444817 in epoch150
2025-01-26 04:10:00,244 - INFO - Epoch 150: Learning Rate: [9.514681228163964e-05]
Epoch 150/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.53batch/s]
2025-01-26 04:10:15,290 - INFO - valid_loss:1.1073105272493864 in epoch150
2025-01-26 04:10:15,290 - INFO - valid_acc:0.9139396728755205 in epoch150
2025-01-26 04:10:15,291 - INFO - Mean iou = 84.73% in epoch150
Epoch 151/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:42<00:00,  1.75batch/s]
2025-01-26 04:10:58,195 - INFO - train_loss:1.1010677909851074 in epoch151
2025-01-26 04:10:58,196 - INFO - train_acc:0.9641591808856385 in epoch151
2025-01-26 04:10:58,196 - INFO - Epoch 151: Learning Rate: [9.507839796011839e-05]
Epoch 151/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:14<00:00,  2.57batch/s]
2025-01-26 04:11:13,001 - INFO - valid_loss:1.1074255171575045 in epoch151
2025-01-26 04:11:13,001 - INFO - valid_acc:0.9148136744087417 in epoch151
2025-01-26 04:11:13,001 - INFO - Mean iou = 84.86% in epoch151
Epoch 152/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:42<00:00,  1.77batch/s]
2025-01-26 04:11:55,492 - INFO - train_loss:1.100919361114502 in epoch152
2025-01-26 04:11:55,493 - INFO - train_acc:0.9641889703053608 in epoch152
2025-01-26 04:11:55,493 - INFO - Epoch 152: Learning Rate: [9.500952974998009e-05]
Epoch 152/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:14<00:00,  2.54batch/s]
2025-01-26 04:12:10,476 - INFO - valid_loss:1.1080787119112516 in epoch152
2025-01-26 04:12:10,477 - INFO - valid_acc:0.9124897642459796 in epoch152
2025-01-26 04:12:10,477 - INFO - Mean iou = 84.52% in epoch152
Epoch 153/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.74batch/s]
2025-01-26 04:12:53,488 - INFO - train_loss:1.1010684712727865 in epoch153
2025-01-26 04:12:53,488 - INFO - train_acc:0.9640829965022433 in epoch153
2025-01-26 04:12:53,489 - INFO - Epoch 153: Learning Rate: [9.494020834472686e-05]
Epoch 153/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:14<00:00,  2.54batch/s]
2025-01-26 04:13:08,468 - INFO - valid_loss:1.1072578743884438 in epoch153
2025-01-26 04:13:08,468 - INFO - valid_acc:0.9151214230105358 in epoch153
2025-01-26 04:13:08,468 - INFO - Mean iou = 84.92% in epoch153
Epoch 154/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:42<00:00,  1.76batch/s]
2025-01-26 04:13:51,062 - INFO - train_loss:1.100995421409607 in epoch154
2025-01-26 04:13:51,062 - INFO - train_acc:0.9642507621546121 in epoch154
2025-01-26 04:13:51,063 - INFO - Epoch 154: Learning Rate: [9.487043444242446e-05]
Epoch 154/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:14<00:00,  2.55batch/s]
2025-01-26 04:14:05,968 - INFO - valid_loss:1.1077433793168319 in epoch154
2025-01-26 04:14:05,968 - INFO - valid_acc:0.9135164788762261 in epoch154
2025-01-26 04:14:05,968 - INFO - Mean iou = 84.68% in epoch154
Epoch 155/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.73batch/s]
2025-01-26 04:14:49,343 - INFO - train_loss:1.1011290216445924 in epoch155
2025-01-26 04:14:49,344 - INFO - train_acc:0.9643182196596856 in epoch155
2025-01-26 04:14:49,344 - INFO - Epoch 155: Learning Rate: [9.480020874569534e-05]
Epoch 155/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.52batch/s]
2025-01-26 04:15:04,416 - INFO - valid_loss:1.1073947862574929 in epoch155
2025-01-26 04:15:04,416 - INFO - valid_acc:0.9154470861196601 in epoch155
2025-01-26 04:15:04,417 - INFO - Mean iou = 84.97% in epoch155
Epoch 156/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:42<00:00,  1.76batch/s]
2025-01-26 04:15:46,954 - INFO - train_loss:1.1011765575408936 in epoch156
2025-01-26 04:15:46,955 - INFO - train_acc:0.9639347613878897 in epoch156
2025-01-26 04:15:46,955 - INFO - Epoch 156: Learning Rate: [9.472953196171148e-05]
Epoch 156/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:14<00:00,  2.54batch/s]
2025-01-26 04:16:01,933 - INFO - valid_loss:1.1068282284234698 in epoch156
2025-01-26 04:16:01,934 - INFO - valid_acc:0.9160471831696231 in epoch156
2025-01-26 04:16:01,934 - INFO - Mean iou = 85.05% in epoch156
2025-01-26 04:16:01,935 - INFO - save the model in epoch156
Epoch 157/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.74batch/s]
2025-01-26 04:16:45,168 - INFO - train_loss:1.1009481287002563 in epoch157
2025-01-26 04:16:45,169 - INFO - train_acc:0.9644232310674721 in epoch157
2025-01-26 04:16:45,170 - INFO - Epoch 157: Learning Rate: [9.465840480218727e-05]
Epoch 157/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:14<00:00,  2.54batch/s]
2025-01-26 04:17:00,140 - INFO - valid_loss:1.1081039403614246 in epoch157
2025-01-26 04:17:00,140 - INFO - valid_acc:0.911587329168243 in epoch157
2025-01-26 04:17:00,141 - INFO - Mean iou = 84.36% in epoch157
Epoch 158/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:42<00:00,  1.76batch/s]
2025-01-26 04:17:42,828 - INFO - train_loss:1.1010357602437337 in epoch158
2025-01-26 04:17:42,828 - INFO - train_acc:0.9645003255098097 in epoch158
2025-01-26 04:17:42,829 - INFO - Epoch 158: Learning Rate: [9.458682798337246e-05]
Epoch 158/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:14<00:00,  2.54batch/s]
2025-01-26 04:17:57,794 - INFO - valid_loss:1.1079704479167336 in epoch158
2025-01-26 04:17:57,794 - INFO - valid_acc:0.9127508663749943 in epoch158
2025-01-26 04:17:57,795 - INFO - Mean iou = 84.55% in epoch158
Epoch 159/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:42<00:00,  1.76batch/s]
2025-01-26 04:18:40,435 - INFO - train_loss:1.1010843181610108 in epoch159
2025-01-26 04:18:40,436 - INFO - train_acc:0.9648391291592668 in epoch159
2025-01-26 04:18:40,436 - INFO - Epoch 159: Learning Rate: [9.451480222604481e-05]
Epoch 159/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.48batch/s]
2025-01-26 04:18:55,752 - INFO - valid_loss:1.1073626687652187 in epoch159
2025-01-26 04:18:55,753 - INFO - valid_acc:0.9145738409699081 in epoch159
2025-01-26 04:18:55,753 - INFO - Mean iou = 84.83% in epoch159
Epoch 160/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.74batch/s]
2025-01-26 04:19:38,908 - INFO - train_loss:1.1009812672932944 in epoch160
2025-01-26 04:19:38,909 - INFO - train_acc:0.9647986831863297 in epoch160
2025-01-26 04:19:38,909 - INFO - Epoch 160: Learning Rate: [9.44423282555029e-05]
Epoch 160/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.53batch/s]
2025-01-26 04:19:53,951 - INFO - valid_loss:1.107022392122369 in epoch160
2025-01-26 04:19:53,952 - INFO - valid_acc:0.913234078157648 in epoch160
2025-01-26 04:19:53,952 - INFO - Mean iou = 84.61% in epoch160
Epoch 161/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:42<00:00,  1.76batch/s]
2025-01-26 04:20:36,604 - INFO - train_loss:1.1010298935572307 in epoch161
2025-01-26 04:20:36,605 - INFO - train_acc:0.9637029317168985 in epoch161
2025-01-26 04:20:36,605 - INFO - Epoch 161: Learning Rate: [9.43694068015588e-05]
Epoch 161/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.51batch/s]
2025-01-26 04:20:51,766 - INFO - valid_loss:1.1070286506100704 in epoch161
2025-01-26 04:20:51,767 - INFO - valid_acc:0.9157029374510436 in epoch161
2025-01-26 04:20:51,767 - INFO - Mean iou = 85.00% in epoch161
Epoch 162/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.73batch/s]
2025-01-26 04:21:35,108 - INFO - train_loss:1.1009662707646688 in epoch162
2025-01-26 04:21:35,109 - INFO - train_acc:0.9655625612184082 in epoch162
2025-01-26 04:21:35,109 - INFO - Epoch 162: Learning Rate: [9.429603859853075e-05]
Epoch 162/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.52batch/s]
2025-01-26 04:21:50,188 - INFO - valid_loss:1.1076748873058118 in epoch162
2025-01-26 04:21:50,189 - INFO - valid_acc:0.9146468585108499 in epoch162
2025-01-26 04:21:50,189 - INFO - Mean iou = 84.84% in epoch162
Epoch 163/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.74batch/s]
2025-01-26 04:22:33,212 - INFO - train_loss:1.10085124651591 in epoch163
2025-01-26 04:22:33,213 - INFO - train_acc:0.9661860214989498 in epoch163
2025-01-26 04:22:33,213 - INFO - Epoch 163: Learning Rate: [9.422222438523573e-05]
Epoch 163/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.51batch/s]
2025-01-26 04:22:48,343 - INFO - valid_loss:1.1076432121427435 in epoch163
2025-01-26 04:22:48,344 - INFO - valid_acc:0.9129674886552597 in epoch163
2025-01-26 04:22:48,344 - INFO - Mean iou = 84.57% in epoch163
Epoch 164/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.74batch/s]
2025-01-26 04:23:31,498 - INFO - train_loss:1.1009358072280884 in epoch164
2025-01-26 04:23:31,499 - INFO - train_acc:0.966005310979197 in epoch164
2025-01-26 04:23:31,507 - INFO - Epoch 164: Learning Rate: [9.414796490498205e-05]
Epoch 164/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.42batch/s]
2025-01-26 04:23:47,193 - INFO - valid_loss:1.107886132441069 in epoch164
2025-01-26 04:23:47,193 - INFO - valid_acc:0.9139972486473993 in epoch164
2025-01-26 04:23:47,194 - INFO - Mean iou = 84.74% in epoch164
Epoch 165/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:42<00:00,  1.75batch/s]
2025-01-26 04:24:30,030 - INFO - train_loss:1.1009771951039633 in epoch165
2025-01-26 04:24:30,031 - INFO - train_acc:0.9657962505043864 in epoch165
2025-01-26 04:24:30,031 - INFO - Epoch 165: Learning Rate: [9.407326090556186e-05]
Epoch 165/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:14<00:00,  2.59batch/s]
2025-01-26 04:24:44,716 - INFO - valid_loss:1.107046365737915 in epoch165
2025-01-26 04:24:44,716 - INFO - valid_acc:0.9104612263602222 in epoch165
2025-01-26 04:24:44,716 - INFO - Mean iou = 84.18% in epoch165
Epoch 166/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:42<00:00,  1.75batch/s]
2025-01-26 04:25:27,637 - INFO - train_loss:1.1013535038630167 in epoch166
2025-01-26 04:25:27,638 - INFO - train_acc:0.9639864658642081 in epoch166
2025-01-26 04:25:27,638 - INFO - Epoch 166: Learning Rate: [9.399811313924361e-05]
Epoch 166/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:14<00:00,  2.54batch/s]
2025-01-26 04:25:42,620 - INFO - valid_loss:1.1086498561658358 in epoch166
2025-01-26 04:25:42,620 - INFO - valid_acc:0.9103700784877854 in epoch166
2025-01-26 04:25:42,621 - INFO - Mean iou = 84.20% in epoch166
Epoch 167/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.74batch/s]
2025-01-26 04:26:25,650 - INFO - train_loss:1.101196527481079 in epoch167
2025-01-26 04:26:25,651 - INFO - train_acc:0.9644523670325492 in epoch167
2025-01-26 04:26:25,652 - INFO - Epoch 167: Learning Rate: [9.392252236276445e-05]
Epoch 167/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:14<00:00,  2.59batch/s]
2025-01-26 04:26:40,335 - INFO - valid_loss:1.1078286202330339 in epoch167
2025-01-26 04:26:40,335 - INFO - valid_acc:0.9130582993242722 in epoch167
2025-01-26 04:26:40,335 - INFO - Mean iou = 84.60% in epoch167
Epoch 168/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:42<00:00,  1.76batch/s]
2025-01-26 04:27:22,946 - INFO - train_loss:1.1010662190119425 in epoch168
2025-01-26 04:27:22,947 - INFO - train_acc:0.9656238674749729 in epoch168
2025-01-26 04:27:22,947 - INFO - Epoch 168: Learning Rate: [9.384648933732268e-05]
Epoch 168/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:14<00:00,  2.56batch/s]
2025-01-26 04:27:37,814 - INFO - valid_loss:1.107118258350774 in epoch168
2025-01-26 04:27:37,815 - INFO - valid_acc:0.9143213751096533 in epoch168
2025-01-26 04:27:37,815 - INFO - Mean iou = 84.78% in epoch168
Epoch 169/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.72batch/s]
2025-01-26 04:28:21,415 - INFO - train_loss:1.1010485299428303 in epoch169
2025-01-26 04:28:21,416 - INFO - train_acc:0.9660508454420733 in epoch169
2025-01-26 04:28:21,416 - INFO - Epoch 169: Learning Rate: [9.377001482857002e-05]
Epoch 169/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.52batch/s]
2025-01-26 04:28:36,474 - INFO - valid_loss:1.1075285422174554 in epoch169
2025-01-26 04:28:36,475 - INFO - valid_acc:0.912837408372849 in epoch169
2025-01-26 04:28:36,475 - INFO - Mean iou = 84.57% in epoch169
Epoch 170/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:42<00:00,  1.75batch/s]
2025-01-26 04:29:19,377 - INFO - train_loss:1.1007778628667195 in epoch170
2025-01-26 04:29:19,378 - INFO - train_acc:0.9664194686793581 in epoch170
2025-01-26 04:29:19,379 - INFO - Epoch 170: Learning Rate: [9.36930996066039e-05]
Epoch 170/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.51batch/s]
2025-01-26 04:29:34,499 - INFO - valid_loss:1.1081714692868685 in epoch170
2025-01-26 04:29:34,500 - INFO - valid_acc:0.9128394637724213 in epoch170
2025-01-26 04:29:34,500 - INFO - Mean iou = 84.57% in epoch170
Epoch 171/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:42<00:00,  1.75batch/s]
2025-01-26 04:30:17,357 - INFO - train_loss:1.1008312384287515 in epoch171
2025-01-26 04:30:17,358 - INFO - train_acc:0.9666687641751277 in epoch171
2025-01-26 04:30:17,358 - INFO - Epoch 171: Learning Rate: [9.36157444459598e-05]
Epoch 171/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:14<00:00,  2.57batch/s]
2025-01-26 04:30:32,167 - INFO - valid_loss:1.1080536183558012 in epoch171
2025-01-26 04:30:32,168 - INFO - valid_acc:0.9141689843018131 in epoch171
2025-01-26 04:30:32,168 - INFO - Mean iou = 84.77% in epoch171
Epoch 172/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:43<00:00,  1.73batch/s]
2025-01-26 04:31:15,404 - INFO - train_loss:1.1008659712473552 in epoch172
2025-01-26 04:31:15,405 - INFO - train_acc:0.9656096065289315 in epoch172
2025-01-26 04:31:15,405 - INFO - Epoch 172: Learning Rate: [9.353795012560327e-05]
Epoch 172/1000 [Validation]: 100%|██████████████████████████████████████████████████████████████| 38/38 [00:15<00:00,  2.50batch/s]
2025-01-26 04:31:30,597 - INFO - valid_loss:1.107724616402074 in epoch172
2025-01-26 04:31:30,598 - INFO - valid_acc:0.9140082775455206 in epoch172
2025-01-26 04:31:30,598 - INFO - Mean iou = 84.76% in epoch172
Epoch 173/1000 [Training]: 100%|████████████████████████████████████████████████████████████████| 75/75 [00:42<00:00,  1.75batch/s]
