2025-02-04 21:42:50,827 - INFO - Namespace(device='cuda:1', channel_weights=[1.0, 2.0, 1.0, 1.0], batch_size=4, num_classes=4, pretrained=False, pretrained_weights='./Synapse_weights_1u1d', lr=0.0001, epochs=500, warmup_epochs=10, dataset_mode='ACDC', max_channel=256, l2_norm=1e-07, patience=15, wandb=True, cache=True, ed_es_only='', log_dir='../../de_logistics/ACDC_1DeepLabV3Plinear_02-04-21-42-49/', log_file_path='../../de_logistics/ACDC_1DeepLabV3Plinear_02-04-21-42-49/training.log')
Epoch 1/500 [Training]: 100%|████████████████████████████████████████| 150/150 [00:28<00:00,  5.34batch/s]
2025-02-04 22:10:41,325 - INFO - train_acc:0.9310401021166952 in epoch56
2025-02-04 22:10:41,325 - INFO - Epoch 56: Learning Rate: [9.784141277839564e-05]
Epoch 56/500 [Validation]: 100%|███████████████████████████████████████| 25/25 [00:04<00:00,  6.04batch/s]
2025-02-04 22:10:45,465 - INFO - valid_loss:1.153666491508484 in epoch56
2025-02-04 22:10:45,465 - INFO - valid_acc:0.9073466390018707 in epoch56
2025-02-04 22:10:45,465 - INFO - Mean iou = 83.75% in epoch56
Epoch 57/500 [Training]: 100%|███████████████████████████████████████| 150/150 [00:26<00:00,  5.74batch/s]
2025-02-04 22:11:11,618 - INFO - train_loss:1.1556288385391236 in epoch57
2025-02-04 22:11:11,619 - INFO - train_acc:0.9332380109459877 in epoch57
2025-02-04 22:11:11,619 - INFO - Epoch 57: Learning Rate: [9.774725987665651e-05]
Epoch 57/500 [Validation]: 100%|███████████████████████████████████████| 25/25 [00:04<00:00,  6.18batch/s]
2025-02-04 22:11:15,663 - INFO - valid_loss:1.1545145034790039 in epoch57
2025-02-04 22:11:15,664 - INFO - valid_acc:0.9104292313729723 in epoch57
2025-02-04 22:11:15,664 - INFO - Mean iou = 84.23% in epoch57
Epoch 58/500 [Training]: 100%|███████████████████████████████████████| 150/150 [00:26<00:00,  5.75batch/s]
2025-02-04 22:11:41,744 - INFO - train_loss:1.1556275796890259 in epoch58
2025-02-04 22:11:41,745 - INFO - train_acc:0.9331394610459283 in epoch58
2025-02-04 22:11:41,745 - INFO - Epoch 58: Learning Rate: [9.765114447760751e-05]
Epoch 58/500 [Validation]: 100%|███████████████████████████████████████| 25/25 [00:03<00:00,  6.26batch/s]
2025-02-04 22:11:45,739 - INFO - valid_loss:1.1537820625305175 in epoch58
2025-02-04 22:11:45,739 - INFO - valid_acc:0.9104926932768985 in epoch58
2025-02-04 22:11:45,740 - INFO - Mean iou = 84.22% in epoch58
Epoch 59/500 [Training]: 100%|███████████████████████████████████████| 150/150 [00:26<00:00,  5.75batch/s]
2025-02-04 22:12:11,823 - INFO - train_loss:1.1559005093574524 in epoch59
2025-02-04 22:12:11,823 - INFO - train_acc:0.9311544014497267 in epoch59
2025-02-04 22:12:11,824 - INFO - Epoch 59: Learning Rate: [9.755307053217622e-05]
Epoch 59/500 [Validation]: 100%|███████████████████████████████████████| 25/25 [00:04<00:00,  6.17batch/s]
2025-02-04 22:12:15,880 - INFO - valid_loss:1.1532848978042602 in epoch59
2025-02-04 22:12:15,880 - INFO - valid_acc:0.9088805638854207 in epoch59
2025-02-04 22:12:15,881 - INFO - Mean iou = 83.95% in epoch59
Epoch 60/500 [Training]: 100%|███████████████████████████████████████| 150/150 [00:25<00:00,  5.80batch/s]
2025-02-04 22:12:41,728 - INFO - train_loss:1.1560025906562805 in epoch60
2025-02-04 22:12:41,729 - INFO - train_acc:0.9308728574438716 in epoch60
2025-02-04 22:12:41,729 - INFO - Epoch 60: Learning Rate: [9.745304207179839e-05]
Epoch 60/500 [Validation]: 100%|███████████████████████████████████████| 25/25 [00:04<00:00,  6.05batch/s]
2025-02-04 22:12:45,866 - INFO - valid_loss:1.1535705041885376 in epoch60
2025-02-04 22:12:45,867 - INFO - valid_acc:0.9131709312667263 in epoch60
2025-02-04 22:12:45,867 - INFO - Mean iou = 84.66% in epoch60
Epoch 61/500 [Training]: 100%|███████████████████████████████████████| 150/150 [00:26<00:00,  5.70batch/s]
2025-02-04 22:13:12,162 - INFO - train_loss:1.155312257607778 in epoch61
2025-02-04 22:13:12,163 - INFO - train_acc:0.9355005274120818 in epoch61
2025-02-04 22:13:12,163 - INFO - Epoch 61: Learning Rate: [9.735106320825225e-05]
Epoch 61/500 [Validation]: 100%|███████████████████████████████████████| 25/25 [00:04<00:00,  6.12batch/s]
2025-02-04 22:13:16,249 - INFO - valid_loss:1.1543535709381103 in epoch61
2025-02-04 22:13:16,250 - INFO - valid_acc:0.9117175906041889 in epoch61
2025-02-04 22:13:16,250 - INFO - Mean iou = 84.44% in epoch61
Epoch 62/500 [Training]: 100%|███████████████████████████████████████| 150/150 [00:26<00:00,  5.74batch/s]
2025-02-04 22:13:42,370 - INFO - train_loss:1.1563413286209105 in epoch62
2025-02-04 22:13:42,371 - INFO - train_acc:0.9294478890900397 in epoch62
2025-02-04 22:13:42,371 - INFO - Epoch 62: Learning Rate: [9.72471381334895e-05]
Epoch 62/500 [Validation]: 100%|███████████████████████████████████████| 25/25 [00:03<00:00,  6.26batch/s]
2025-02-04 22:13:46,370 - INFO - valid_loss:1.1552200317382812 in epoch62
2025-02-04 22:13:46,370 - INFO - valid_acc:0.9042023655262483 in epoch62
2025-02-04 22:13:46,370 - INFO - Mean iou = 83.30% in epoch62
Epoch 63/500 [Training]: 100%|███████████████████████████████████████| 150/150 [00:26<00:00,  5.70batch/s]
2025-02-04 22:14:12,709 - INFO - train_loss:1.1559486699104309 in epoch63
2025-02-04 22:14:12,710 - INFO - train_acc:0.9323362956702971 in epoch63
2025-02-04 22:14:12,710 - INFO - Epoch 63: Learning Rate: [9.714127111946286e-05]
Epoch 63/500 [Validation]: 100%|███████████████████████████████████████| 25/25 [00:04<00:00,  6.24batch/s]
2025-02-04 22:14:16,716 - INFO - valid_loss:1.1531450510025025 in epoch63
2025-02-04 22:14:16,716 - INFO - valid_acc:0.911775769846448 in epoch63
2025-02-04 22:14:16,717 - INFO - Mean iou = 84.44% in epoch63
Epoch 64/500 [Training]: 100%|███████████████████████████████████████| 150/150 [00:26<00:00,  5.77batch/s]
2025-02-04 22:14:42,722 - INFO - train_loss:1.1558733296394348 in epoch64
2025-02-04 22:14:42,723 - INFO - train_acc:0.9328149023762226 in epoch64
2025-02-04 22:14:42,723 - INFO - Epoch 64: Learning Rate: [9.703346651795064e-05]
Epoch 64/500 [Validation]: 100%|███████████████████████████████████████| 25/25 [00:04<00:00,  5.99batch/s]
2025-02-04 22:14:46,898 - INFO - valid_loss:1.1535238456726074 in epoch64
2025-02-04 22:14:46,899 - INFO - valid_acc:0.9105896990550099 in epoch64
2025-02-04 22:14:46,899 - INFO - Mean iou = 84.25% in epoch64
Epoch 65/500 [Training]: 100%|███████████████████████████████████████| 150/150 [00:26<00:00,  5.66batch/s]
2025-02-04 22:15:13,385 - INFO - train_loss:1.1554951198895773 in epoch65
2025-02-04 22:15:13,385 - INFO - train_acc:0.934999739709598 in epoch65
2025-02-04 22:15:13,386 - INFO - Epoch 65: Learning Rate: [9.692372876037778e-05]
Epoch 65/500 [Validation]: 100%|███████████████████████████████████████| 25/25 [00:04<00:00,  6.17batch/s]
2025-02-04 22:15:17,442 - INFO - valid_loss:1.1529219484329223 in epoch65
2025-02-04 22:15:17,443 - INFO - valid_acc:0.906513847271516 in epoch65
2025-02-04 22:15:17,443 - INFO - Mean iou = 83.61% in epoch65
Epoch 66/500 [Training]: 100%|███████████████████████████████████████| 150/150 [00:26<00:00,  5.77batch/s]
2025-02-04 22:15:43,460 - INFO - train_loss:1.1555497781435649 in epoch66
2025-02-04 22:15:43,461 - INFO - train_acc:0.9356903481531725 in epoch66
2025-02-04 22:15:43,461 - INFO - Epoch 66: Learning Rate: [9.681206235763367e-05]
Epoch 66/500 [Validation]: 100%|███████████████████████████████████████| 25/25 [00:03<00:00,  6.41batch/s]
2025-02-04 22:15:47,360 - INFO - valid_loss:1.1540001440048218 in epoch66
2025-02-04 22:15:47,360 - INFO - valid_acc:0.9105341755606382 in epoch66
2025-02-04 22:15:47,360 - INFO - Mean iou = 84.23% in epoch66
Epoch 67/500 [Training]: 100%|███████████████████████████████████████| 150/150 [00:26<00:00,  5.75batch/s]
2025-02-04 22:16:13,441 - INFO - train_loss:1.1556344715754192 in epoch67
2025-02-04 22:16:13,442 - INFO - train_acc:0.934227151495028 in epoch67
2025-02-04 22:16:13,442 - INFO - Epoch 67: Learning Rate: [9.669847189988675e-05]
Epoch 67/500 [Validation]: 100%|███████████████████████████████████████| 25/25 [00:04<00:00,  5.94batch/s]
2025-02-04 22:16:17,651 - INFO - valid_loss:1.1547430181503295 in epoch67
2025-02-04 22:16:17,651 - INFO - valid_acc:0.9077467740783036 in epoch67
2025-02-04 22:16:17,651 - INFO - Mean iou = 83.82% in epoch67
Epoch 68/500 [Training]: 100%|███████████████████████████████████████| 150/150 [00:25<00:00,  6.00batch/s]
2025-02-04 22:16:42,657 - INFO - train_loss:1.1555181765556335 in epoch68
2025-02-04 22:16:42,658 - INFO - train_acc:0.9348879589344609 in epoch68
2025-02-04 22:16:42,658 - INFO - Epoch 68: Learning Rate: [9.658296205639587e-05]
Epoch 68/500 [Validation]: 100%|███████████████████████████████████████| 25/25 [00:04<00:00,  5.92batch/s]
2025-02-04 22:16:46,884 - INFO - valid_loss:1.1544327211380006 in epoch68
2025-02-04 22:16:46,885 - INFO - valid_acc:0.9033519368635184 in epoch68
2025-02-04 22:16:46,885 - INFO - Mean iou = 83.15% in epoch68
Epoch 69/500 [Training]: 100%|███████████████████████████████████████| 150/150 [00:26<00:00,  5.77batch/s]
2025-02-04 22:17:12,902 - INFO - train_loss:1.1556118782361349 in epoch69
2025-02-04 22:17:12,903 - INFO - train_acc:0.9351175175442025 in epoch69
2025-02-04 22:17:12,903 - INFO - Epoch 69: Learning Rate: [9.646553757531824e-05]
Epoch 69/500 [Validation]: 100%|███████████████████████████████████████| 25/25 [00:03<00:00,  6.30batch/s]
2025-02-04 22:17:16,875 - INFO - valid_loss:1.153596405982971 in epoch69
2025-02-04 22:17:16,876 - INFO - valid_acc:0.9053938360494053 in epoch69
2025-02-04 22:17:16,876 - INFO - Mean iou = 83.47% in epoch69
Epoch 70/500 [Training]: 100%|███████████████████████████████████████| 150/150 [00:26<00:00,  5.71batch/s]
2025-02-04 22:17:43,148 - INFO - train_loss:1.1556363741556803 in epoch70
2025-02-04 22:17:43,149 - INFO - train_acc:0.9367406550129124 in epoch70
2025-02-04 22:17:43,149 - INFO - Epoch 70: Learning Rate: [9.634620328351436e-05]
Epoch 70/500 [Validation]: 100%|███████████████████████████████████████| 25/25 [00:04<00:00,  5.93batch/s]
2025-02-04 22:17:47,366 - INFO - valid_loss:1.153852767944336 in epoch70
2025-02-04 22:17:47,366 - INFO - valid_acc:0.9016960262904726 in epoch70
2025-02-04 22:17:47,366 - INFO - Mean iou = 82.91% in epoch70
Epoch 71/500 [Training]: 100%|███████████████████████████████████████| 150/150 [00:26<00:00,  5.76batch/s]
2025-02-04 22:18:13,421 - INFO - train_loss:1.1555271657307942 in epoch71
2025-02-04 22:18:13,422 - INFO - train_acc:0.9364734975584783 in epoch71
2025-02-04 22:18:13,422 - INFO - Epoch 71: Learning Rate: [9.622496408634958e-05]
Epoch 71/500 [Validation]: 100%|███████████████████████████████████████| 25/25 [00:04<00:00,  6.20batch/s]
2025-02-04 22:18:17,456 - INFO - valid_loss:1.153670039176941 in epoch71
2025-02-04 22:18:17,457 - INFO - valid_acc:0.9109224910275526 in epoch71
2025-02-04 22:18:17,457 - INFO - Mean iou = 84.31% in epoch71
Epoch 72/500 [Training]: 100%|███████████████████████████████████████| 150/150 [00:25<00:00,  5.92batch/s]
2025-02-04 22:18:42,805 - INFO - train_loss:1.1554774538675945 in epoch72
2025-02-04 22:18:42,806 - INFO - train_acc:0.9371562377770016 in epoch72
2025-02-04 22:18:42,806 - INFO - Epoch 72: Learning Rate: [9.610182496749244e-05]
Epoch 72/500 [Validation]: 100%|███████████████████████████████████████| 25/25 [00:04<00:00,  6.12batch/s]
2025-02-04 22:18:46,892 - INFO - valid_loss:1.1546968412399292 in epoch72
2025-02-04 22:18:46,892 - INFO - valid_acc:0.9094651841169074 in epoch72
2025-02-04 22:18:46,893 - INFO - Mean iou = 84.10% in epoch72
Epoch 73/500 [Training]: 100%|███████████████████████████████████████| 150/150 [00:25<00:00,  5.93batch/s]
2025-02-04 22:19:12,206 - INFO - train_loss:1.1555868363380433 in epoch73
2025-02-04 22:19:12,207 - INFO - train_acc:0.9364133766459315 in epoch73
2025-02-04 22:19:12,207 - INFO - Epoch 73: Learning Rate: [9.597679098870978e-05]
Epoch 73/500 [Validation]: 100%|███████████████████████████████████████| 25/25 [00:04<00:00,  6.24batch/s]
2025-02-04 22:19:16,212 - INFO - valid_loss:1.154616756439209 in epoch73
2025-02-04 22:19:16,212 - INFO - valid_acc:0.9024158590877499 in epoch73
2025-02-04 22:19:16,213 - INFO - Mean iou = 83.03% in epoch73
Epoch 74/500 [Training]: 100%|███████████████████████████████████████| 150/150 [00:25<00:00,  5.92batch/s]
2025-02-04 22:19:41,545 - INFO - train_loss:1.1555625891685486 in epoch74
2025-02-04 22:19:41,546 - INFO - train_acc:0.9370594116762004 in epoch74
2025-02-04 22:19:41,546 - INFO - Epoch 74: Learning Rate: [9.584986728965877e-05]
Epoch 74/500 [Validation]: 100%|███████████████████████████████████████| 25/25 [00:03<00:00,  6.56batch/s]
2025-02-04 22:19:45,357 - INFO - valid_loss:1.154344115257263 in epoch74
2025-02-04 22:19:45,358 - INFO - valid_acc:0.9104285260784618 in epoch74
2025-02-04 22:19:45,358 - INFO - Mean iou = 84.23% in epoch74
Epoch 75/500 [Training]: 100%|███████████████████████████████████████| 150/150 [00:24<00:00,  6.02batch/s]
2025-02-04 22:20:10,296 - INFO - train_loss:1.1554157161712646 in epoch75
2025-02-04 22:20:10,297 - INFO - train_acc:0.9397632593831439 in epoch75
2025-02-04 22:20:10,297 - INFO - Epoch 75: Learning Rate: [9.572105908767555e-05]
Epoch 75/500 [Validation]: 100%|███████████████████████████████████████| 25/25 [00:04<00:00,  6.25batch/s]
2025-02-04 22:20:14,301 - INFO - valid_loss:1.1530018663406372 in epoch75
2025-02-04 22:20:14,301 - INFO - valid_acc:0.9146909151295296 in epoch75
2025-02-04 22:20:14,302 - INFO - Mean iou = 84.90% in epoch75
2025-02-04 22:20:14,302 - INFO - save the model in epoch75
Epoch 76/500 [Training]: 100%|███████████████████████████████████████| 150/150 [01:05<00:00,  2.29batch/s]
2025-02-04 22:21:20,025 - INFO - train_loss:1.1551579427719116 in epoch76
2025-02-04 22:21:20,026 - INFO - train_acc:0.9389730060377465 in epoch76
2025-02-04 22:21:20,026 - INFO - Epoch 76: Learning Rate: [9.559037167756078e-05]
Epoch 76/500 [Validation]: 100%|███████████████████████████████████████| 25/25 [00:24<00:00,  1.03batch/s]
2025-02-04 22:21:44,317 - INFO - valid_loss:1.1538253736495971 in epoch76
2025-02-04 22:21:44,317 - INFO - valid_acc:0.9153571586178891 in epoch76
2025-02-04 22:21:44,317 - INFO - Mean iou = 85.00% in epoch76
2025-02-04 22:21:44,318 - INFO - save the model in epoch76
Epoch 77/500 [Training]: 100%|███████████████████████████████████████| 150/150 [02:18<00:00,  1.09batch/s]
2025-02-04 22:24:02,879 - INFO - train_loss:1.1551706298192341 in epoch77
2025-02-04 22:24:02,879 - INFO - train_acc:0.939162195245694 in epoch77
2025-02-04 22:24:02,880 - INFO - Epoch 77: Learning Rate: [9.545781043136205e-05]
Epoch 77/500 [Validation]: 100%|███████████████████████████████████████| 25/25 [00:25<00:00,  1.01s/batch]
2025-02-04 22:24:28,229 - INFO - valid_loss:1.1559734582901 in epoch77
2025-02-04 22:24:28,230 - INFO - valid_acc:0.9054836476490711 in epoch77
2025-02-04 22:24:28,230 - INFO - Mean iou = 83.47% in epoch77
Epoch 78/500 [Training]: 100%|███████████████████████████████████████| 150/150 [02:27<00:00,  1.02batch/s]
2025-02-04 22:26:55,896 - INFO - train_loss:1.155133948326111 in epoch78
2025-02-04 22:26:55,897 - INFO - train_acc:0.9407370538121778 in epoch78
2025-02-04 22:26:55,897 - INFO - Epoch 78: Learning Rate: [9.532338079815296e-05]
Epoch 78/500 [Validation]: 100%|███████████████████████████████████████| 25/25 [00:18<00:00,  1.33batch/s]
2025-02-04 22:27:14,709 - INFO - valid_loss:1.1539577388763427 in epoch78
2025-02-04 22:27:14,731 - INFO - valid_acc:0.9132974732031433 in epoch78
2025-02-04 22:27:14,731 - INFO - Mean iou = 84.65% in epoch78
Epoch 79/500 [Training]: 100%|███████████████████████████████████████| 150/150 [02:13<00:00,  1.13batch/s]
2025-02-04 22:29:27,778 - INFO - train_loss:1.1551316181818645 in epoch79
2025-02-04 22:29:27,779 - INFO - train_acc:0.9420586738788531 in epoch79
2025-02-04 22:29:27,779 - INFO - Epoch 79: Learning Rate: [9.518708830380922e-05]
Epoch 79/500 [Validation]: 100%|███████████████████████████████████████| 25/25 [00:24<00:00,  1.03batch/s]
2025-02-04 22:29:52,058 - INFO - valid_loss:1.1536592388153075 in epoch79
2025-02-04 22:29:52,058 - INFO - valid_acc:0.9113935650546391 in epoch79
2025-02-04 22:29:52,058 - INFO - Mean iou = 84.39% in epoch79
Epoch 80/500 [Training]: 100%|███████████████████████████████████████| 150/150 [02:05<00:00,  1.20batch/s]
2025-02-04 22:31:57,259 - INFO - train_loss:1.1548339104652405 in epoch80
2025-02-04 22:31:57,260 - INFO - train_acc:0.9426405814936819 in epoch80
2025-02-04 22:31:57,260 - INFO - Epoch 80: Learning Rate: [9.504893855078145e-05]
Epoch 80/500 [Validation]: 100%|███████████████████████████████████████| 25/25 [00:21<00:00,  1.15batch/s]
2025-02-04 22:32:19,057 - INFO - valid_loss:1.1532027959823608 in epoch80
2025-02-04 22:32:19,058 - INFO - valid_acc:0.9110133159216826 in epoch80
2025-02-04 22:32:19,058 - INFO - Mean iou = 84.32% in epoch80
Epoch 81/500 [Training]: 100%|███████████████████████████████████████| 150/150 [02:05<00:00,  1.20batch/s]
2025-02-04 22:34:24,330 - INFO - train_loss:1.1548845688501994 in epoch81
2025-02-04 22:34:24,331 - INFO - train_acc:0.9427837271873856 in epoch81
2025-02-04 22:34:24,331 - INFO - Epoch 81: Learning Rate: [9.490893721786487e-05]
Epoch 81/500 [Validation]: 100%|███████████████████████████████████████| 25/25 [00:23<00:00,  1.05batch/s]
2025-02-04 22:34:48,256 - INFO - valid_loss:1.1538276863098145 in epoch81
2025-02-04 22:34:48,256 - INFO - valid_acc:0.9096124064806179 in epoch81
2025-02-04 22:34:48,256 - INFO - Mean iou = 84.10% in epoch81
Epoch 82/500 [Training]: 100%|███████████████████████████████████████| 150/150 [02:07<00:00,  1.17batch/s]
2025-02-04 22:36:56,043 - INFO - train_loss:1.1551987051963806 in epoch82
2025-02-04 22:36:56,043 - INFO - train_acc:0.9422331085633734 in epoch82
2025-02-04 22:36:56,044 - INFO - Epoch 82: Learning Rate: [9.4767090059966e-05]
Epoch 82/500 [Validation]: 100%|███████████████████████████████████████| 25/25 [00:21<00:00,  1.14batch/s]
2025-02-04 22:37:17,906 - INFO - valid_loss:1.1537491273880005 in epoch82
2025-02-04 22:37:17,906 - INFO - valid_acc:0.9028794152819928 in epoch82
2025-02-04 22:37:17,906 - INFO - Mean iou = 83.03% in epoch82
Epoch 83/500 [Training]: 100%|███████████████████████████████████████| 150/150 [02:06<00:00,  1.19batch/s]
2025-02-04 22:39:23,932 - INFO - train_loss:1.155027944246928 in epoch83
2025-02-04 22:39:23,933 - INFO - train_acc:0.9420545405354372 in epoch83
2025-02-04 22:39:23,933 - INFO - Epoch 83: Learning Rate: [9.462340290786586e-05]
Epoch 83/500 [Validation]: 100%|███████████████████████████████████████| 25/25 [00:20<00:00,  1.19batch/s]
2025-02-04 22:39:44,923 - INFO - valid_loss:1.153363699913025 in epoch83
2025-02-04 22:39:44,924 - INFO - valid_acc:0.9074014425290309 in epoch83
2025-02-04 22:39:44,924 - INFO - Mean iou = 83.77% in epoch83
Epoch 84/500 [Training]: 100%|███████████████████████████████████████| 150/150 [01:52<00:00,  1.33batch/s]
2025-02-04 22:41:37,641 - INFO - train_loss:1.1548877414067586 in epoch84
2025-02-04 22:41:37,643 - INFO - train_acc:0.9421342767618859 in epoch84
2025-02-04 22:41:37,643 - INFO - Epoch 84: Learning Rate: [9.447788166798051e-05]
Epoch 84/500 [Validation]: 100%|███████████████████████████████████████| 25/25 [00:17<00:00,  1.44batch/s]
2025-02-04 22:41:55,015 - INFO - valid_loss:1.152725749015808 in epoch84
2025-02-04 22:41:55,015 - INFO - valid_acc:0.9125786458978637 in epoch84
2025-02-04 22:41:55,025 - INFO - Mean iou = 84.58% in epoch84
Epoch 85/500 [Training]: 100%|███████████████████████████████████████| 150/150 [01:19<00:00,  1.88batch/s]
2025-02-04 22:43:14,627 - INFO - train_loss:1.1550387263298034 in epoch85
2025-02-04 22:43:14,628 - INFO - train_acc:0.9419157500164171 in epoch85
2025-02-04 22:43:14,628 - INFO - Epoch 85: Learning Rate: [9.433053232211815e-05]
Epoch 85/500 [Validation]: 100%|███████████████████████████████████████| 25/25 [00:15<00:00,  1.60batch/s]
2025-02-04 22:43:30,266 - INFO - valid_loss:1.1540360403060914 in epoch85
2025-02-04 22:43:30,266 - INFO - valid_acc:0.9070720155352119 in epoch85
2025-02-04 22:43:30,267 - INFO - Mean iou = 83.67% in epoch85
Epoch 86/500 [Training]: 100%|███████████████████████████████████████| 150/150 [00:59<00:00,  2.53batch/s]
2025-02-04 22:44:29,489 - INFO - train_loss:1.154938986301422 in epoch86
2025-02-04 22:44:29,490 - INFO - train_acc:0.9436776134043376 in epoch86
2025-02-04 22:44:29,490 - INFO - Epoch 86: Learning Rate: [9.418136092723325e-05]
Epoch 86/500 [Validation]: 100%|███████████████████████████████████████| 25/25 [00:09<00:00,  2.59batch/s]
2025-02-04 22:44:39,127 - INFO - valid_loss:1.1534711980819703 in epoch86
2025-02-04 22:44:39,127 - INFO - valid_acc:0.9181373490939522 in epoch86
2025-02-04 22:44:39,127 - INFO - Mean iou = 85.45% in epoch86
2025-02-04 22:44:39,128 - INFO - save the model in epoch86
Epoch 87/500 [Training]: 100%|███████████████████████████████████████| 150/150 [00:41<00:00,  3.62batch/s]
2025-02-04 22:45:20,837 - INFO - train_loss:1.154689950942993 in epoch87
2025-02-04 22:45:20,838 - INFO - train_acc:0.9447333283084184 in epoch87
2025-02-04 22:45:20,838 - INFO - Epoch 87: Learning Rate: [9.403037361517762e-05]
Epoch 87/500 [Validation]: 100%|███████████████████████████████████████| 25/25 [00:04<00:00,  5.35batch/s]
2025-02-04 22:45:25,509 - INFO - valid_loss:1.1539485597610473 in epoch87
2025-02-04 22:45:25,509 - INFO - valid_acc:0.9167913438984415 in epoch87
2025-02-04 22:45:25,510 - INFO - Mean iou = 85.23% in epoch87
Epoch 88/500 [Training]: 100%|███████████████████████████████████████| 150/150 [00:31<00:00,  4.79batch/s]
2025-02-04 22:45:56,856 - INFO - train_loss:1.1547410615285238 in epoch88
2025-02-04 22:45:56,857 - INFO - train_acc:0.9451064808980246 in epoch88
2025-02-04 22:45:56,857 - INFO - Epoch 88: Learning Rate: [9.387757659244826e-05]
Epoch 88/500 [Validation]: 100%|███████████████████████████████████████| 25/25 [00:04<00:00,  5.03batch/s]
2025-02-04 22:46:01,831 - INFO - valid_loss:1.1530010604858398 in epoch88
2025-02-04 22:46:01,832 - INFO - valid_acc:0.9174229076534038 in epoch88
2025-02-04 22:46:01,832 - INFO - Mean iou = 85.33% in epoch88
Epoch 89/500 [Training]: 100%|███████████████████████████████████████| 150/150 [00:31<00:00,  4.79batch/s]
2025-02-04 22:46:33,162 - INFO - train_loss:1.1548121054967244 in epoch89
2025-02-04 22:46:33,163 - INFO - train_acc:0.9438919443448482 in epoch89
2025-02-04 22:46:33,163 - INFO - Epoch 89: Learning Rate: [9.372297613993231e-05]
Epoch 89/500 [Validation]: 100%|███████████████████████████████████████| 25/25 [00:05<00:00,  4.96batch/s]
2025-02-04 22:46:38,202 - INFO - valid_loss:1.1534306907653809 in epoch89
2025-02-04 22:46:38,202 - INFO - valid_acc:0.9164052219150927 in epoch89
2025-02-04 22:46:38,202 - INFO - Mean iou = 85.17% in epoch89
Epoch 90/500 [Training]: 100%|███████████████████████████████████████| 150/150 [00:31<00:00,  4.72batch/s]
2025-02-04 22:47:10,012 - INFO - train_loss:1.1547716530164083 in epoch90
2025-02-04 22:47:10,013 - INFO - train_acc:0.945600482177195 in epoch90
2025-02-04 22:47:10,013 - INFO - Epoch 90: Learning Rate: [9.356657861264886e-05]
Epoch 90/500 [Validation]: 100%|███████████████████████████████████████| 25/25 [00:05<00:00,  4.85batch/s]
2025-02-04 22:47:15,173 - INFO - valid_loss:1.1523661375045777 in epoch90
2025-02-04 22:47:15,174 - INFO - valid_acc:0.9166756911843851 in epoch90
2025-02-04 22:47:15,174 - INFO - Mean iou = 85.20% in epoch90
Epoch 91/500 [Training]: 100%|███████████████████████████████████████| 150/150 [00:31<00:00,  4.73batch/s]
2025-02-04 22:47:46,857 - INFO - train_loss:1.1546236530939737 in epoch91
2025-02-04 22:47:46,858 - INFO - train_acc:0.944009923941174 in epoch91
2025-02-04 22:47:46,858 - INFO - Epoch 91: Learning Rate: [9.340839043948766e-05]
Epoch 91/500 [Validation]: 100%|███████████████████████████████████████| 25/25 [00:04<00:00,  5.17batch/s]
2025-02-04 22:47:51,698 - INFO - valid_loss:1.1534200239181518 in epoch91
2025-02-04 22:47:51,699 - INFO - valid_acc:0.9135829102493643 in epoch91
2025-02-04 22:47:51,699 - INFO - Mean iou = 84.72% in epoch91
Epoch 92/500 [Training]: 100%|███████████████████████████████████████| 150/150 [00:31<00:00,  4.79batch/s]
2025-02-04 22:48:23,013 - INFO - train_loss:1.1545487038294475 in epoch92
2025-02-04 22:48:23,013 - INFO - train_acc:0.9443362832877988 in epoch92
2025-02-04 22:48:23,014 - INFO - Epoch 92: Learning Rate: [9.324841812294496e-05]
Epoch 92/500 [Validation]: 100%|███████████████████████████████████████| 25/25 [00:05<00:00,  4.69batch/s]
2025-02-04 22:48:28,344 - INFO - valid_loss:1.1540378093719483 in epoch92
2025-02-04 22:48:28,344 - INFO - valid_acc:0.9154189320949321 in epoch92
2025-02-04 22:48:28,344 - INFO - Mean iou = 85.03% in epoch92
Epoch 93/500 [Training]: 100%|███████████████████████████████████████| 150/150 [00:32<00:00,  4.69batch/s]
2025-02-04 22:49:00,356 - INFO - train_loss:1.1544705231984456 in epoch93
2025-02-04 22:49:00,357 - INFO - train_acc:0.9461213917224315 in epoch93
2025-02-04 22:49:00,357 - INFO - Epoch 93: Learning Rate: [9.30866682388561e-05]
Epoch 93/500 [Validation]: 100%|███████████████████████████████████████| 25/25 [00:04<00:00,  5.07batch/s]
2025-02-04 22:49:05,295 - INFO - valid_loss:1.153509635925293 in epoch93
2025-02-04 22:49:05,295 - INFO - valid_acc:0.9104571518616359 in epoch93
2025-02-04 22:49:05,295 - INFO - Mean iou = 84.23% in epoch93
Epoch 94/500 [Training]: 100%|███████████████████████████████████████| 150/150 [00:32<00:00,  4.60batch/s]
2025-02-04 22:49:37,893 - INFO - train_loss:1.154351769288381 in epoch94
2025-02-04 22:49:37,894 - INFO - train_acc:0.9452896965497947 in epoch94
2025-02-04 22:49:37,894 - INFO - Epoch 94: Learning Rate: [9.29231474361253e-05]
Epoch 94/500 [Validation]: 100%|███████████████████████████████████████| 25/25 [00:05<00:00,  4.87batch/s]
2025-02-04 22:49:43,031 - INFO - valid_loss:1.1532344675064088 in epoch94
