2025-02-07 14:38:14,853 - INFO - Namespace(device='cuda:7', channel_weights=[1.0, 2.0, 1.0, 1.0], batch_size=2, num_classes=4, pretrained=False, pretrained_weights='./Synapse_weights_1u1d', lr=0.0001, epochs=500, warmup_epochs=10, dataset_mode='ACDC', max_channel=512, l2_norm=1e-07, patience=15, wandb=True, cache=True, ed_es_only='', log_dir='../../de_logistics/ACDC_4UNetlinear_02-07-14-38-13/', log_file_path='../../de_logistics/ACDC_4UNetlinear_02-07-14-38-13/training.log')
Epoch 1/500 [Training]: 100%|█████████████████████████████████████████████████████| 300/300 [02:25<00:00,  2.06batch/s]
Epoch 37/500 [Validation]: 100%|████████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.32batch/s]
2025-02-07 16:15:11,309 - INFO - valid_loss:1.1510342454910278 in epoch37
2025-02-07 16:15:11,309 - INFO - valid_acc:0.9327263204940947 in epoch37
2025-02-07 16:15:11,310 - INFO - Mean iou = 87.82% in epoch37
Epoch 38/500 [Training]: 100%|████████████████████████████████████████████████████| 300/300 [02:24<00:00,  2.08batch/s]
2025-02-07 16:17:35,505 - INFO - train_loss:1.156524555683136 in epoch38
2025-02-07 16:17:35,506 - INFO - train_acc:0.9310315598776202 in epoch38
2025-02-07 16:17:35,507 - INFO - Epoch 38: Learning Rate: [9.91965597819885e-05]
Epoch 38/500 [Validation]: 100%|████████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.30batch/s]
2025-02-07 16:17:47,129 - INFO - valid_loss:1.1504905915260315 in epoch38
2025-02-07 16:17:47,129 - INFO - valid_acc:0.9293204353291632 in epoch38
2025-02-07 16:17:47,130 - INFO - Mean iou = 87.29% in epoch38
Epoch 39/500 [Training]: 100%|████████████████████████████████████████████████████| 300/300 [02:24<00:00,  2.08batch/s]
2025-02-07 16:20:11,425 - INFO - train_loss:1.1561134405930837 in epoch39
2025-02-07 16:20:11,426 - INFO - train_acc:0.9315901334371696 in epoch39
2025-02-07 16:20:11,426 - INFO - Epoch 39: Learning Rate: [9.913831475694222e-05]
Epoch 39/500 [Validation]: 100%|████████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.32batch/s]
2025-02-07 16:20:23,009 - INFO - valid_loss:1.1513360404968263 in epoch39
2025-02-07 16:20:23,010 - INFO - valid_acc:0.9348917586710557 in epoch39
2025-02-07 16:20:23,010 - INFO - Mean iou = 88.20% in epoch39
2025-02-07 16:20:23,011 - INFO - save the model in epoch39
Epoch 40/500 [Training]: 100%|████████████████████████████████████████████████████| 300/300 [02:23<00:00,  2.09batch/s]
2025-02-07 16:22:47,769 - INFO - train_loss:1.156584902604421 in epoch40
2025-02-07 16:22:47,769 - INFO - train_acc:0.9318483336111298 in epoch40
2025-02-07 16:22:47,770 - INFO - Epoch 40: Learning Rate: [9.907805005376832e-05]
Epoch 40/500 [Validation]: 100%|████████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.25batch/s]
2025-02-07 16:22:59,525 - INFO - valid_loss:1.150328118801117 in epoch40
2025-02-07 16:22:59,525 - INFO - valid_acc:0.9314556194475379 in epoch40
2025-02-07 16:22:59,526 - INFO - Mean iou = 87.63% in epoch40
Epoch 41/500 [Training]: 100%|████████████████████████████████████████████████████| 300/300 [02:25<00:00,  2.06batch/s]
2025-02-07 16:25:25,000 - INFO - train_loss:1.1564127504825592 in epoch41
2025-02-07 16:25:25,001 - INFO - train_acc:0.9319232524450249 in epoch41
2025-02-07 16:25:25,001 - INFO - Epoch 41: Learning Rate: [9.90157681497127e-05]
Epoch 41/500 [Validation]: 100%|████████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.26batch/s]
2025-02-07 16:25:36,741 - INFO - valid_loss:1.150512011051178 in epoch41
2025-02-07 16:25:36,742 - INFO - valid_acc:0.933600892085457 in epoch41
2025-02-07 16:25:36,742 - INFO - Mean iou = 87.98% in epoch41
Epoch 42/500 [Training]: 100%|████████████████████████████████████████████████████| 300/300 [02:25<00:00,  2.06batch/s]
2025-02-07 16:28:02,074 - INFO - train_loss:1.156445320447286 in epoch42
2025-02-07 16:28:02,075 - INFO - train_acc:0.9329060404305693 in epoch42
2025-02-07 16:28:02,075 - INFO - Epoch 42: Learning Rate: [9.895147160494048e-05]
Epoch 42/500 [Validation]: 100%|████████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.26batch/s]
2025-02-07 16:28:13,824 - INFO - valid_loss:1.1505062007904052 in epoch42
2025-02-07 16:28:13,825 - INFO - valid_acc:0.9269845811078298 in epoch42
2025-02-07 16:28:13,825 - INFO - Mean iou = 86.87% in epoch42
Epoch 43/500 [Training]: 100%|████████████████████████████████████████████████████| 300/300 [02:25<00:00,  2.07batch/s]
2025-02-07 16:30:38,999 - INFO - train_loss:1.1561323392391205 in epoch43
2025-02-07 16:30:39,000 - INFO - train_acc:0.9330811307760691 in epoch43
2025-02-07 16:30:39,000 - INFO - Epoch 43: Learning Rate: [9.888516306243081e-05]
Epoch 43/500 [Validation]: 100%|████████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.21batch/s]
2025-02-07 16:30:50,868 - INFO - valid_loss:1.1505929899215699 in epoch43
2025-02-07 16:30:50,869 - INFO - valid_acc:0.9356509463155868 in epoch43
2025-02-07 16:30:50,869 - INFO - Mean iou = 88.31% in epoch43
2025-02-07 16:30:50,870 - INFO - save the model in epoch43
Epoch 44/500 [Training]: 100%|████████████████████████████████████████████████████| 300/300 [02:25<00:00,  2.06batch/s]
2025-02-07 16:33:17,090 - INFO - train_loss:1.1561404764652252 in epoch44
2025-02-07 16:33:17,090 - INFO - train_acc:0.932254487311054 in epoch44
2025-02-07 16:33:17,091 - INFO - Epoch 44: Learning Rate: [9.881684524786815e-05]
Epoch 44/500 [Validation]: 100%|████████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.23batch/s]
2025-02-07 16:33:28,902 - INFO - valid_loss:1.150754883289337 in epoch44
2025-02-07 16:33:28,903 - INFO - valid_acc:0.9339795040532234 in epoch44
2025-02-07 16:33:28,903 - INFO - Mean iou = 88.02% in epoch44
Epoch 45/500 [Training]: 100%|████████████████████████████████████████████████████| 300/300 [02:25<00:00,  2.07batch/s]
2025-02-07 16:35:54,170 - INFO - train_loss:1.1563176278273264 in epoch45
2025-02-07 16:35:54,171 - INFO - train_acc:0.9339131972867074 in epoch45
2025-02-07 16:35:54,171 - INFO - Epoch 45: Learning Rate: [9.874652096953027e-05]
Epoch 45/500 [Validation]: 100%|████████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.24batch/s]
2025-02-07 16:36:05,977 - INFO - valid_loss:1.1501986837387086 in epoch45
2025-02-07 16:36:05,978 - INFO - valid_acc:0.9345288906451361 in epoch45
2025-02-07 16:36:05,978 - INFO - Mean iou = 88.15% in epoch45
Epoch 46/500 [Training]: 100%|████████████████████████████████████████████████████| 300/300 [02:25<00:00,  2.07batch/s]
2025-02-07 16:38:31,171 - INFO - train_loss:1.1563403328259787 in epoch46
2025-02-07 16:38:31,172 - INFO - train_acc:0.9336557113914008 in epoch46
2025-02-07 16:38:31,172 - INFO - Epoch 46: Learning Rate: [9.867419311817282e-05]
Epoch 46/500 [Validation]: 100%|████████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.21batch/s]
2025-02-07 16:38:43,040 - INFO - valid_loss:1.1515916728973388 in epoch46
2025-02-07 16:38:43,041 - INFO - valid_acc:0.9355912830592699 in epoch46
2025-02-07 16:38:43,041 - INFO - Mean iou = 88.30% in epoch46
Epoch 47/500 [Training]: 100%|████████████████████████████████████████████████████| 300/300 [02:25<00:00,  2.07batch/s]
2025-02-07 16:41:08,044 - INFO - train_loss:1.1562406742572784 in epoch47
2025-02-07 16:41:08,045 - INFO - train_acc:0.9346997523306294 in epoch47
2025-02-07 16:41:08,045 - INFO - Epoch 47: Learning Rate: [9.859986466691047e-05]
Epoch 47/500 [Validation]: 100%|████████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.23batch/s]
2025-02-07 16:41:19,872 - INFO - valid_loss:1.1504023909568786 in epoch47
2025-02-07 16:41:19,873 - INFO - valid_acc:0.9340056584062547 in epoch47
2025-02-07 16:41:19,873 - INFO - Mean iou = 88.03% in epoch47
Epoch 48/500 [Training]: 100%|████████████████████████████████████████████████████| 300/300 [02:25<00:00,  2.07batch/s]
2025-02-07 16:43:45,042 - INFO - train_loss:1.1559863622983297 in epoch48
2025-02-07 16:43:45,043 - INFO - train_acc:0.9354832434470709 in epoch48
2025-02-07 16:43:45,043 - INFO - Epoch 48: Learning Rate: [9.852353867109473e-05]
Epoch 48/500 [Validation]: 100%|████████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.23batch/s]
2025-02-07 16:43:56,857 - INFO - valid_loss:1.150916256904602 in epoch48
2025-02-07 16:43:56,857 - INFO - valid_acc:0.9335780503022937 in epoch48
2025-02-07 16:43:56,858 - INFO - Mean iou = 87.95% in epoch48
Epoch 49/500 [Training]: 100%|████████████████████████████████████████████████████| 300/300 [02:25<00:00,  2.06batch/s]
2025-02-07 16:46:22,209 - INFO - train_loss:1.156060335636139 in epoch49
2025-02-07 16:46:22,210 - INFO - train_acc:0.935471247183163 in epoch49
2025-02-07 16:46:22,210 - INFO - Epoch 49: Learning Rate: [9.844521826818832e-05]
Epoch 49/500 [Validation]: 100%|████████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.23batch/s]
2025-02-07 16:46:34,034 - INFO - valid_loss:1.1509558129310609 in epoch49
2025-02-07 16:46:34,035 - INFO - valid_acc:0.9326277911560988 in epoch49
2025-02-07 16:46:34,035 - INFO - Mean iou = 87.84% in epoch49
Epoch 50/500 [Training]: 100%|████████████████████████████████████████████████████| 300/300 [02:25<00:00,  2.06batch/s]
2025-02-07 16:48:59,624 - INFO - train_loss:1.1558966358502707 in epoch50
2025-02-07 16:48:59,625 - INFO - train_acc:0.9367668423498693 in epoch50
2025-02-07 16:48:59,625 - INFO - Epoch 50: Learning Rate: [9.836490667763629e-05]
Epoch 50/500 [Validation]: 100%|████████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.25batch/s]
2025-02-07 16:49:11,403 - INFO - valid_loss:1.150329897403717 in epoch50
2025-02-07 16:49:11,403 - INFO - valid_acc:0.9340741160346745 in epoch50
2025-02-07 16:49:11,404 - INFO - Mean iou = 88.03% in epoch50
Epoch 51/500 [Training]: 100%|████████████████████████████████████████████████████| 300/300 [02:25<00:00,  2.06batch/s]
2025-02-07 16:51:36,738 - INFO - train_loss:1.1561912711461384 in epoch51
2025-02-07 16:51:36,739 - INFO - train_acc:0.9366983125058662 in epoch51
2025-02-07 16:51:36,739 - INFO - Epoch 51: Learning Rate: [9.828260720073352e-05]
Epoch 51/500 [Validation]: 100%|████████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.25batch/s]
2025-02-07 16:51:48,504 - INFO - valid_loss:1.1509077620506287 in epoch51
2025-02-07 16:51:48,505 - INFO - valid_acc:0.9364882363622091 in epoch51
2025-02-07 16:51:48,505 - INFO - Mean iou = 88.46% in epoch51
2025-02-07 16:51:48,506 - INFO - save the model in epoch51
Epoch 52/500 [Training]: 100%|████████████████████████████████████████████████████| 300/300 [02:25<00:00,  2.06batch/s]
2025-02-07 16:54:14,707 - INFO - train_loss:1.1560997422536214 in epoch52
2025-02-07 16:54:14,708 - INFO - train_acc:0.9365422227067974 in epoch52
2025-02-07 16:54:14,708 - INFO - Epoch 52: Learning Rate: [9.819832322048919e-05]
Epoch 52/500 [Validation]: 100%|████████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.27batch/s]
2025-02-07 16:54:26,415 - INFO - valid_loss:1.1502848696708678 in epoch52
2025-02-07 16:54:26,415 - INFO - valid_acc:0.9311835175933078 in epoch52
2025-02-07 16:54:26,415 - INFO - Mean iou = 87.57% in epoch52
Epoch 53/500 [Training]: 100%|████████████████████████████████████████████████████| 300/300 [02:25<00:00,  2.06batch/s]
2025-02-07 16:56:51,726 - INFO - train_loss:1.1561456910769146 in epoch53
2025-02-07 16:56:51,727 - INFO - train_acc:0.9370623509378538 in epoch53
2025-02-07 16:56:51,727 - INFO - Epoch 53: Learning Rate: [9.81120582014876e-05]
Epoch 53/500 [Validation]: 100%|████████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.25batch/s]
2025-02-07 16:57:03,496 - INFO - valid_loss:1.1503272199630736 in epoch53
2025-02-07 16:57:03,496 - INFO - valid_acc:0.9337314123798731 in epoch53
2025-02-07 16:57:03,496 - INFO - Mean iou = 87.99% in epoch53
Epoch 54/500 [Training]: 100%|████████████████████████████████████████████████████| 300/300 [02:25<00:00,  2.06batch/s]
2025-02-07 16:59:28,779 - INFO - train_loss:1.1559131634235382 in epoch54
2025-02-07 16:59:28,779 - INFO - train_acc:0.9377483588625112 in epoch54
2025-02-07 16:59:28,780 - INFO - Epoch 54: Learning Rate: [9.802381568974582e-05]
Epoch 54/500 [Validation]: 100%|████████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.24batch/s]
2025-02-07 16:59:40,564 - INFO - valid_loss:1.150161793231964 in epoch54
2025-02-07 16:59:40,564 - INFO - valid_acc:0.9360580735999564 in epoch54
2025-02-07 16:59:40,564 - INFO - Mean iou = 88.38% in epoch54
Epoch 55/500 [Training]: 100%|████████████████████████████████████████████████████| 300/300 [02:24<00:00,  2.07batch/s]
2025-02-07 17:02:05,452 - INFO - train_loss:1.1558990625540415 in epoch55
2025-02-07 17:02:05,453 - INFO - train_acc:0.9387273290602665 in epoch55
2025-02-07 17:02:05,453 - INFO - Epoch 55: Learning Rate: [9.793359931256785e-05]
Epoch 55/500 [Validation]: 100%|████████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.25batch/s]
2025-02-07 17:02:17,210 - INFO - valid_loss:1.1509013748168946 in epoch55
2025-02-07 17:02:17,211 - INFO - valid_acc:0.9348419454300992 in epoch55
2025-02-07 17:02:17,211 - INFO - Mean iou = 88.19% in epoch55
Epoch 56/500 [Training]: 100%|████████████████████████████████████████████████████| 300/300 [02:24<00:00,  2.07batch/s]
2025-02-07 17:04:42,208 - INFO - train_loss:1.1559221998850504 in epoch56
2025-02-07 17:04:42,209 - INFO - train_acc:0.9375292069721742 in epoch56
2025-02-07 17:04:42,209 - INFO - Epoch 56: Learning Rate: [9.784141277839564e-05]
Epoch 56/500 [Validation]: 100%|████████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.22batch/s]
2025-02-07 17:04:54,047 - INFO - valid_loss:1.1503743648529052 in epoch56
2025-02-07 17:04:54,048 - INFO - valid_acc:0.937427347875955 in epoch56
2025-02-07 17:04:54,048 - INFO - Mean iou = 88.60% in epoch56
2025-02-07 17:04:54,049 - INFO - save the model in epoch56
Epoch 57/500 [Training]: 100%|████████████████████████████████████████████████████| 300/300 [02:24<00:00,  2.07batch/s]
2025-02-07 17:07:19,646 - INFO - train_loss:1.1561019659042358 in epoch57
2025-02-07 17:07:19,647 - INFO - train_acc:0.9377971814812542 in epoch57
2025-02-07 17:07:19,647 - INFO - Epoch 57: Learning Rate: [9.774725987665651e-05]
Epoch 57/500 [Validation]: 100%|████████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.25batch/s]
2025-02-07 17:07:31,402 - INFO - valid_loss:1.1504346990585328 in epoch57
2025-02-07 17:07:31,403 - INFO - valid_acc:0.9380855962820123 in epoch57
2025-02-07 17:07:31,403 - INFO - Mean iou = 88.71% in epoch57
2025-02-07 17:07:31,404 - INFO - save the model in epoch57
Epoch 58/500 [Training]: 100%|████████████████████████████████████████████████████| 300/300 [02:24<00:00,  2.07batch/s]
2025-02-07 17:09:57,259 - INFO - train_loss:1.1555319889386495 in epoch58
2025-02-07 17:09:57,260 - INFO - train_acc:0.9391777492012314 in epoch58
2025-02-07 17:09:57,260 - INFO - Epoch 58: Learning Rate: [9.765114447760751e-05]
Epoch 58/500 [Validation]: 100%|████████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.23batch/s]
2025-02-07 17:10:09,072 - INFO - valid_loss:1.150559754371643 in epoch58
2025-02-07 17:10:09,073 - INFO - valid_acc:0.9346310965320073 in epoch58
2025-02-07 17:10:09,073 - INFO - Mean iou = 88.14% in epoch58
Epoch 59/500 [Training]: 100%|████████████████████████████████████████████████████| 300/300 [02:24<00:00,  2.07batch/s]
2025-02-07 17:12:33,959 - INFO - train_loss:1.1554878822962442 in epoch59
2025-02-07 17:12:33,960 - INFO - train_acc:0.9402356994597049 in epoch59
2025-02-07 17:12:33,960 - INFO - Epoch 59: Learning Rate: [9.755307053217622e-05]
Epoch 59/500 [Validation]: 100%|████████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.26batch/s]
2025-02-07 17:12:45,686 - INFO - valid_loss:1.1503796410560607 in epoch59
2025-02-07 17:12:45,686 - INFO - valid_acc:0.9395392898166162 in epoch59
2025-02-07 17:12:45,686 - INFO - Mean iou = 88.94% in epoch59
2025-02-07 17:12:45,687 - INFO - save the model in epoch59
Epoch 60/500 [Training]: 100%|████████████████████████████████████████████████████| 300/300 [02:24<00:00,  2.07batch/s]
2025-02-07 17:15:11,215 - INFO - train_loss:1.155833309094111 in epoch60
2025-02-07 17:15:11,216 - INFO - train_acc:0.9393915571369695 in epoch60
2025-02-07 17:15:11,216 - INFO - Epoch 60: Learning Rate: [9.745304207179839e-05]
Epoch 60/500 [Validation]: 100%|████████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.23batch/s]
2025-02-07 17:15:23,035 - INFO - valid_loss:1.1504466104507447 in epoch60
2025-02-07 17:15:23,035 - INFO - valid_acc:0.9334538313250169 in epoch60
2025-02-07 17:15:23,035 - INFO - Mean iou = 87.94% in epoch60
Epoch 61/500 [Training]: 100%|████████████████████████████████████████████████████| 300/300 [02:24<00:00,  2.07batch/s]
2025-02-07 17:17:47,954 - INFO - train_loss:1.1557950671513875 in epoch61
2025-02-07 17:17:47,954 - INFO - train_acc:0.9392727734628117 in epoch61
2025-02-07 17:17:47,955 - INFO - Epoch 61: Learning Rate: [9.735106320825225e-05]
Epoch 61/500 [Validation]: 100%|████████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.24batch/s]
2025-02-07 17:17:59,751 - INFO - valid_loss:1.1501725244522094 in epoch61
2025-02-07 17:17:59,751 - INFO - valid_acc:0.9386690260388861 in epoch61
2025-02-07 17:17:59,751 - INFO - Mean iou = 88.83% in epoch61
Epoch 62/500 [Training]: 100%|████████████████████████████████████████████████████| 300/300 [02:24<00:00,  2.07batch/s]
2025-02-07 17:20:24,642 - INFO - train_loss:1.1555523856480916 in epoch62
2025-02-07 17:20:24,643 - INFO - train_acc:0.9401848574869072 in epoch62
2025-02-07 17:20:24,643 - INFO - Epoch 62: Learning Rate: [9.72471381334895e-05]
Epoch 62/500 [Validation]: 100%|████████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.25batch/s]
2025-02-07 17:20:36,420 - INFO - valid_loss:1.1501644849777222 in epoch62
2025-02-07 17:20:36,421 - INFO - valid_acc:0.9323276451314609 in epoch62
2025-02-07 17:20:36,421 - INFO - Mean iou = 87.74% in epoch62
Epoch 63/500 [Training]: 100%|████████████████████████████████████████████████████| 300/300 [02:24<00:00,  2.07batch/s]
2025-02-07 17:23:01,327 - INFO - train_loss:1.1555056182543437 in epoch63
2025-02-07 17:23:01,328 - INFO - train_acc:0.9410203074880124 in epoch63
2025-02-07 17:23:01,328 - INFO - Epoch 63: Learning Rate: [9.714127111946286e-05]
Epoch 63/500 [Validation]: 100%|████████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.26batch/s]
2025-02-07 17:23:13,068 - INFO - valid_loss:1.1503040242195128 in epoch63
2025-02-07 17:23:13,068 - INFO - valid_acc:0.9360167248800783 in epoch63
2025-02-07 17:23:13,068 - INFO - Mean iou = 88.36% in epoch63
Epoch 64/500 [Training]: 100%|████████████████████████████████████████████████████| 300/300 [02:25<00:00,  2.07batch/s]
2025-02-07 17:25:38,120 - INFO - train_loss:1.1556251573562621 in epoch64
2025-02-07 17:25:38,121 - INFO - train_acc:0.9409470741852974 in epoch64
2025-02-07 17:25:38,121 - INFO - Epoch 64: Learning Rate: [9.703346651795064e-05]
Epoch 64/500 [Validation]: 100%|████████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.25batch/s]
2025-02-07 17:25:49,888 - INFO - valid_loss:1.1512969160079956 in epoch64
2025-02-07 17:25:49,888 - INFO - valid_acc:0.9385452310221118 in epoch64
2025-02-07 17:25:49,889 - INFO - Mean iou = 88.79% in epoch64
Epoch 65/500 [Training]: 100%|████████████████████████████████████████████████████| 300/300 [02:24<00:00,  2.07batch/s]
2025-02-07 17:28:14,777 - INFO - train_loss:1.1558810333410898 in epoch65
2025-02-07 17:28:14,778 - INFO - train_acc:0.9407022978121652 in epoch65
2025-02-07 17:28:14,778 - INFO - Epoch 65: Learning Rate: [9.692372876037778e-05]
Epoch 65/500 [Validation]: 100%|████████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.26batch/s]
2025-02-07 17:28:26,506 - INFO - valid_loss:1.1501569724082947 in epoch65
2025-02-07 17:28:26,507 - INFO - valid_acc:0.9366873506115002 in epoch65
2025-02-07 17:28:26,507 - INFO - Mean iou = 88.46% in epoch65
Epoch 66/500 [Training]: 100%|████████████████████████████████████████████████████| 300/300 [02:24<00:00,  2.07batch/s]
2025-02-07 17:30:51,242 - INFO - train_loss:1.1554220879077912 in epoch66
2025-02-07 17:30:51,243 - INFO - train_acc:0.9426839871693208 in epoch66
2025-02-07 17:30:51,243 - INFO - Epoch 66: Learning Rate: [9.681206235763367e-05]
Epoch 66/500 [Validation]: 100%|████████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.26batch/s]
2025-02-07 17:31:02,995 - INFO - valid_loss:1.1502818417549134 in epoch66
2025-02-07 17:31:02,996 - INFO - valid_acc:0.9357416801818175 in epoch66
2025-02-07 17:31:02,996 - INFO - Mean iou = 88.33% in epoch66
Epoch 67/500 [Training]: 100%|████████████████████████████████████████████████████| 300/300 [02:24<00:00,  2.07batch/s]
2025-02-07 17:33:27,884 - INFO - train_loss:1.1555252583821614 in epoch67
2025-02-07 17:33:27,885 - INFO - train_acc:0.9417131437473624 in epoch67
2025-02-07 17:33:27,885 - INFO - Epoch 67: Learning Rate: [9.669847189988675e-05]
Epoch 67/500 [Validation]: 100%|████████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.23batch/s]
2025-02-07 17:33:39,705 - INFO - valid_loss:1.1502926778793334 in epoch67
2025-02-07 17:33:39,706 - INFO - valid_acc:0.9387519217542156 in epoch67
2025-02-07 17:33:39,706 - INFO - Mean iou = 88.83% in epoch67
Epoch 68/500 [Training]: 100%|████████████████████████████████████████████████████| 300/300 [02:24<00:00,  2.07batch/s]
2025-02-07 17:36:04,516 - INFO - train_loss:1.1554305438200634 in epoch68
2025-02-07 17:36:04,517 - INFO - train_acc:0.9422572764874705 in epoch68
2025-02-07 17:36:04,517 - INFO - Epoch 68: Learning Rate: [9.658296205639587e-05]
Epoch 68/500 [Validation]: 100%|████████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.25batch/s]
2025-02-07 17:36:16,276 - INFO - valid_loss:1.1501334118843078 in epoch68
2025-02-07 17:36:16,276 - INFO - valid_acc:0.9363597654450305 in epoch68
2025-02-07 17:36:16,276 - INFO - Mean iou = 88.43% in epoch68
Epoch 69/500 [Training]: 100%|████████████████████████████████████████████████████| 300/300 [02:24<00:00,  2.07batch/s]
2025-02-07 17:38:40,990 - INFO - train_loss:1.1555181090037028 in epoch69
2025-02-07 17:38:40,990 - INFO - train_acc:0.9425952918913751 in epoch69
2025-02-07 17:38:40,991 - INFO - Epoch 69: Learning Rate: [9.646553757531824e-05]
Epoch 69/500 [Validation]: 100%|████████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.28batch/s]
2025-02-07 17:38:52,683 - INFO - valid_loss:1.1505557107925415 in epoch69
2025-02-07 17:38:52,683 - INFO - valid_acc:0.9402088694100884 in epoch69
2025-02-07 17:38:52,683 - INFO - Mean iou = 89.06% in epoch69
2025-02-07 17:38:52,684 - INFO - save the model in epoch69
Epoch 70/500 [Training]: 100%|████████████████████████████████████████████████████| 300/300 [02:24<00:00,  2.07batch/s]
2025-02-07 17:41:18,045 - INFO - train_loss:1.1553681043783823 in epoch70
2025-02-07 17:41:18,046 - INFO - train_acc:0.9427430975050042 in epoch70
2025-02-07 17:41:18,046 - INFO - Epoch 70: Learning Rate: [9.634620328351436e-05]
Epoch 70/500 [Validation]: 100%|████████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.26batch/s]
2025-02-07 17:41:29,784 - INFO - valid_loss:1.1505293703079225 in epoch70
2025-02-07 17:41:29,785 - INFO - valid_acc:0.9358676791188707 in epoch70
2025-02-07 17:41:29,785 - INFO - Mean iou = 88.33% in epoch70
Epoch 71/500 [Training]: 100%|████████████████████████████████████████████████████| 300/300 [02:24<00:00,  2.07batch/s]
2025-02-07 17:43:54,566 - INFO - train_loss:1.1551550149917602 in epoch71
2025-02-07 17:43:54,567 - INFO - train_acc:0.9440516938912503 in epoch71
2025-02-07 17:43:54,567 - INFO - Epoch 71: Learning Rate: [9.622496408634958e-05]
Epoch 71/500 [Validation]: 100%|████████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.23batch/s]
2025-02-07 17:44:06,382 - INFO - valid_loss:1.1503360509872436 in epoch71
2025-02-07 17:44:06,383 - INFO - valid_acc:0.9374078885270919 in epoch71
2025-02-07 17:44:06,383 - INFO - Mean iou = 88.60% in epoch71
Epoch 72/500 [Training]: 100%|████████████████████████████████████████████████████| 300/300 [02:24<00:00,  2.08batch/s]
2025-02-07 17:46:30,925 - INFO - train_loss:1.1553005198637645 in epoch72
2025-02-07 17:46:30,926 - INFO - train_acc:0.9435422746213107 in epoch72
2025-02-07 17:46:30,926 - INFO - Epoch 72: Learning Rate: [9.610182496749244e-05]
Epoch 72/500 [Validation]: 100%|████████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.27batch/s]
2025-02-07 17:46:42,637 - INFO - valid_loss:1.150232892036438 in epoch72
2025-02-07 17:46:42,637 - INFO - valid_acc:0.9368796712547112 in epoch72
2025-02-07 17:46:42,637 - INFO - Mean iou = 88.53% in epoch72
Epoch 73/500 [Training]: 100%|████████████████████████████████████████████████████| 300/300 [02:24<00:00,  2.08batch/s]
2025-02-07 17:49:07,182 - INFO - train_loss:1.1553702290852865 in epoch73
2025-02-07 17:49:07,183 - INFO - train_acc:0.9436618018252227 in epoch73
2025-02-07 17:49:07,183 - INFO - Epoch 73: Learning Rate: [9.597679098870978e-05]
Epoch 73/500 [Validation]: 100%|████████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.26batch/s]
2025-02-07 17:49:18,933 - INFO - valid_loss:1.1504370856285095 in epoch73
2025-02-07 17:49:18,934 - INFO - valid_acc:0.9379359607236036 in epoch73
2025-02-07 17:49:18,934 - INFO - Mean iou = 88.67% in epoch73
Epoch 74/500 [Training]: 100%|████████████████████████████████████████████████████| 300/300 [02:24<00:00,  2.08batch/s]
2025-02-07 17:51:43,467 - INFO - train_loss:1.155301769177119 in epoch74
2025-02-07 17:51:43,468 - INFO - train_acc:0.9438687011881188 in epoch74
2025-02-07 17:51:43,468 - INFO - Epoch 74: Learning Rate: [9.584986728965877e-05]
Epoch 74/500 [Validation]: 100%|████████████████████████████████████████████████████| 50/50 [00:11<00:00,  4.29batch/s]
2025-02-07 17:51:55,120 - INFO - valid_loss:1.1502070498466492 in epoch74
2025-02-07 17:51:55,121 - INFO - valid_acc:0.9385629836964169 in epoch74
2025-02-07 17:51:55,121 - INFO - Mean iou = 88.78% in epoch74
